ID	Type	Nanog	Pou5f3	Sox19b
atac_L31553	typ_enh	0	0	0
atac_P03022	typ_enh	0	0	0
atac_L33456	typ_enh	1	0	2
atac_L13889	typ_enh	1	0	3
atac_L36438	typ_enh	0	1	0
atac_L29045	typ_enh	0	0	2
atac_P06262	typ_enh	0	1	2
atac_L14018	typ_enh	0	0	2
atac_L36607	typ_enh	0	0	0
atac_L20809	typ_enh	0	0	0
atac_L16374	typ_enh	1	1	0
atac_P03480	typ_enh	0	0	0
atac_L35903	typ_enh	0	0	0
atac_L22740	typ_enh	2	1	1
atac_L18501	typ_enh	0	0	1
atac_L18527	typ_enh	0	0	0
atac_L22111	typ_enh	2	0	0
atac_L16250	typ_enh	1	0	0
atac_L02005	typ_enh	2	0	1
atac_L32676	typ_enh	2	7	0
atac_L01897	typ_enh	1	0	2
atac_P00525	typ_enh	1	0	0
atac_L15657	typ_enh	2	0	1
atac_L02549	typ_enh	2	0	1
atac_L00181	typ_enh	2	1	0
atac_L22119	typ_enh	0	0	1
atac_L29273	typ_enh	0	1	0
atac_L13018	typ_enh	1	0	0
atac_L31674	typ_enh	1	2	2
atac_P06292	typ_enh	1	0	0
atac_L36167	typ_enh	0	0	0
atac_L09337	typ_enh	1	0	0
atac_L37473	typ_enh	0	0	0
atac_L34187	typ_enh	0	1	2
atac_L18277	typ_enh	1	0	0
atac_L16741	typ_enh	0	0	0
atac_L39958	typ_enh	1	0	0
atac_L27665	typ_enh	0	0	0
atac_P07020	typ_enh	0	1	0
atac_L29194	typ_enh	0	0	0
atac_P03286	typ_enh	0	0	0
atac_L03041	typ_enh	0	1	0
atac_L22937	typ_enh	1	0	1
atac_L20263	typ_enh	3	1	0
atac_L18529	typ_enh	1	0	0
atac_L04911	typ_enh	0	0	0
atac_L20110	typ_enh	0	1	1
atac_L37905	typ_enh	0	0	0
atac_L23277	typ_enh	1	1	0
atac_L39919	typ_enh	0	2	1
atac_L20843	typ_enh	0	0	1
atac_P05974	typ_enh	0	0	0
atac_L01817	typ_enh	0	0	1
atac_L09405	typ_enh	2	2	0
atac_P00129	typ_enh	0	0	1
atac_L04157	typ_enh	0	0	0
atac_L03012	typ_enh	1	0	0
atac_L33167	typ_enh	1	0	0
atac_L19315	typ_enh	0	0	0
atac_L00352	typ_enh	0	1	0
atac_L08505	typ_enh	1	0	0
atac_L04667	typ_enh	3	0	0
atac_L08412	typ_enh	0	0	0
atac_L22403	typ_enh	0	0	0
atac_L18862	typ_enh	0	0	1
atac_L01866	typ_enh	1	0	0
atac_L08791	typ_enh	3	0	0
atac_L10310	typ_enh	0	0	3
atac_L05530	typ_enh	2	1	1
atac_L06459	typ_enh	0	0	0
atac_L16155	typ_enh	2	0	0
atac_P06777	typ_enh	1	1	2
atac_L31125	typ_enh	0	0	1
atac_L31942	typ_enh	1	2	1
atac_L15123	typ_enh	0	0	1
atac_L23892	typ_enh	1	0	1
atac_L16226	typ_enh	0	0	0
atac_L15667	typ_enh	1	1	3
atac_L36411	typ_enh	0	0	0
atac_L26728	typ_enh	0	0	1
atac_L08980	typ_enh	0	0	2
atac_L07218	typ_enh	0	0	1
atac_L01301	typ_enh	0	0	0
atac_L11414	typ_enh	1	2	2
atac_L31958	typ_enh	1	1	2
atac_L38453	typ_enh	0	0	1
atac_L20147	typ_enh	1	0	0
atac_L09406	typ_enh	0	0	1
atac_L16353	typ_enh	0	1	0
atac_L37892	typ_enh	0	0	1
atac_L15305	typ_enh	0	1	1
atac_L22459	typ_enh	1	0	0
atac_L32476	typ_enh	3	2	0
atac_P06814	typ_enh	0	0	2
atac_L07064	typ_enh	1	0	0
atac_L23989	typ_enh	0	0	0
atac_L09336	typ_enh	0	0	0
atac_L14319	typ_enh	1	0	1
atac_P01385	typ_enh	0	0	0
atac_L19161	typ_enh	2	0	1
atac_L01311	typ_enh	1	1	0
atac_L29375	typ_enh	4	0	0
atac_P06471	typ_enh	0	0	1
atac_L04461	typ_enh	0	0	0
atac_L09655	typ_enh	0	1	0
atac_L12095	typ_enh	0	0	2
atac_L23990	typ_enh	2	0	0
atac_L19113	typ_enh	0	0	2
atac_L35427	typ_enh	0	0	0
atac_L17139	typ_enh	0	1	0
atac_L03456	typ_enh	1	1	0
atac_L05533	typ_enh	1	1	0
atac_L06737	typ_enh	0	0	2
atac_L37880	typ_enh	0	0	2
atac_L32957	typ_enh	0	0	1
atac_L36869	typ_enh	4	2	0
atac_L01128	typ_enh	0	0	0
atac_L00355	typ_enh	0	0	2
atac_L39335	typ_enh	1	1	2
atac_L39478	typ_enh	3	1	0
atac_L09031	typ_enh	1	0	1
atac_L12243	typ_enh	0	0	2
atac_L24356	typ_enh	1	0	2
atac_L17123	typ_enh	1	0	3
atac_L07351	typ_enh	2	0	0
atac_L26326	typ_enh	0	0	0
atac_L35183	typ_enh	0	1	0
atac_L25580	typ_enh	0	0	0
atac_L36506	typ_enh	0	0	0
atac_P06809	typ_enh	0	0	3
atac_P04283	typ_enh	0	0	1
atac_L23011	typ_enh	1	1	2
atac_L02841	typ_enh	2	0	0
atac_L09661	typ_enh	1	1	2
atac_L18648	typ_enh	0	0	0
atac_L01240	typ_enh	1	1	1
atac_L12741	typ_enh	0	0	2
atac_L22240	typ_enh	0	1	0
atac_L39012	typ_enh	0	0	2
atac_L39355	typ_enh	1	0	0
atac_L06162	typ_enh	1	1	0
atac_L01727	typ_enh	1	1	0
atac_L03490	typ_enh	1	0	0
atac_L00708	typ_enh	2	0	0
atac_L20605	typ_enh	0	0	0
atac_L26325	typ_enh	0	0	1
atac_P02325	typ_enh	0	0	0
atac_L15548	typ_enh	1	1	0
atac_L09146	typ_enh	0	0	0
atac_L02235	typ_enh	2	1	0
atac_P00236	typ_enh	0	1	1
atac_L31858	typ_enh	0	0	2
atac_L39733	typ_enh	1	1	0
atac_P05513	typ_enh	0	0	2
atac_L39519	typ_enh	0	0	1
atac_L31533	typ_enh	1	0	0
atac_P04885	typ_enh	0	0	0
atac_L15208	typ_enh	1	1	1
atac_L12219	typ_enh	0	0	1
atac_L33976	typ_enh	1	1	2
atac_L38658	typ_enh	0	0	0
atac_L32677	typ_enh	1	1	0
atac_L40670	typ_enh	0	0	0
atac_P00531	typ_enh	1	0	0
atac_L31494	typ_enh	1	1	1
atac_P01756	typ_enh	0	0	0
atac_L38165	typ_enh	0	0	1
atac_L18230	typ_enh	0	0	0
atac_L31618	typ_enh	1	0	1
atac_L18102	typ_enh	2	0	1
atac_L08689	typ_enh	0	0	1
atac_P02053	typ_enh	0	0	0
atac_P03285	typ_enh	1	1	0
atac_P00702	typ_enh	0	0	1
atac_L24627	typ_enh	2	1	0
atac_L37351	typ_enh	1	0	2
atac_P00843	typ_enh	0	0	0
atac_L38655	typ_enh	1	0	0
atac_L25030	typ_enh	0	0	1
atac_P02750	typ_enh	1	0	0
atac_L17383	typ_enh	1	0	0
atac_L26943	typ_enh	0	0	1
atac_L39485	typ_enh	0	0	1
atac_L34485	typ_enh	1	2	1
atac_L31718	typ_enh	1	0	1
atac_L07298	typ_enh	2	0	0
atac_L14298	typ_enh	1	1	0
atac_L18167	typ_enh	2	1	0
atac_L39232	typ_enh	0	0	1
atac_L24230	typ_enh	2	1	0
atac_L10103	typ_enh	0	0	1
atac_P00389	typ_enh	0	1	1
atac_L36314	typ_enh	0	0	0
atac_L26841	typ_enh	0	0	1
atac_L31454	typ_enh	1	1	0
atac_L40557	typ_enh	0	0	0
atac_L35702	typ_enh	0	0	1
atac_L03593	typ_enh	1	0	1
atac_L16879	typ_enh	0	0	0
atac_L20207	typ_enh	2	2	1
atac_P01326	typ_enh	1	0	0
atac_L02702	typ_enh	0	0	0
atac_L36214	typ_enh	0	1	0
atac_L06071	typ_enh	1	0	0
atac_L22743	typ_enh	0	0	0
atac_L33356	typ_enh	0	0	2
atac_L04249	typ_enh	1	2	0
atac_L00853	typ_enh	1	0	0
atac_L20046	typ_enh	0	0	0
atac_L24223	typ_enh	1	0	1
atac_L25417	typ_enh	0	0	2
atac_L03887	typ_enh	0	0	2
atac_L08990	typ_enh	1	0	2
atac_L31605	typ_enh	1	1	1
atac_L00182	typ_enh	0	0	2
atac_L32988	typ_enh	1	0	1
atac_L07096	typ_enh	1	0	1
atac_P00741	typ_enh	0	0	1
atac_L11319	typ_enh	0	0	1
atac_L39924	typ_enh	1	0	0
atac_L12277	typ_enh	1	1	1
atac_L02463	typ_enh	2	0	2
atac_L22127	typ_enh	0	0	2
atac_L08887	typ_enh	0	0	0
atac_L20035	typ_enh	1	0	0
atac_L09373	typ_enh	1	0	1
atac_P00784	typ_enh	2	0	1
atac_L01816	typ_enh	0	0	0
atac_L02351	typ_enh	1	0	1
atac_L09190	typ_enh	0	1	2
atac_L13689	typ_enh	1	1	0
atac_L00405	typ_enh	1	0	2
atac_L05748	typ_enh	0	0	0
atac_L00910	typ_enh	0	2	0
atac_L06080	typ_enh	1	1	1
atac_L15139	typ_enh	0	0	0
atac_L33478	typ_enh	2	0	0
atac_L23909	typ_enh	2	2	0
atac_L19728	typ_enh	1	1	1
atac_L02267	typ_enh	2	1	3
atac_L38371	typ_enh	2	0	0
atac_L30812	typ_enh	0	0	1
atac_L06452	typ_enh	1	0	0
atac_L35467	typ_enh	1	1	0
atac_L15291	typ_enh	0	1	2
atac_L07429	typ_enh	0	0	1
atac_P02716	typ_enh	0	0	1
atac_L04365	typ_enh	0	0	0
atac_L08380	typ_enh	2	2	1
atac_L05866	typ_enh	1	0	1
atac_L25248	typ_enh	0	2	1
atac_L33479	typ_enh	0	0	0
atac_L06568	typ_enh	2	1	1
atac_L34499	typ_enh	2	0	2
atac_L13803	typ_enh	0	0	1
atac_L27177	typ_enh	0	0	0
atac_L15963	typ_enh	2	0	0
atac_L24940	typ_enh	0	1	1
atac_L36593	typ_enh	1	0	0
atac_L08859	typ_enh	0	0	0
atac_L02255	typ_enh	0	0	0
atac_L15552	typ_enh	2	1	0
atac_L22009	typ_enh	0	0	0
atac_L21926	typ_enh	1	0	0
atac_L38263	typ_enh	0	0	1
atac_L03045	typ_enh	0	0	1
atac_L00734	typ_enh	0	0	0
atac_L22347	typ_enh	1	0	0
atac_L35901	typ_enh	1	0	0
atac_L33007	typ_enh	1	1	1
atac_L30799	typ_enh	0	0	1
atac_L03491	typ_enh	1	1	0
atac_L35902	typ_enh	1	0	0
atac_P02621	typ_enh	0	0	0
atac_P01497	typ_enh	1	0	0
atac_L04997	typ_enh	1	0	0
atac_L07526	typ_enh	0	0	0
atac_L32247	typ_enh	1	1	0
atac_L37372	typ_enh	0	0	1
atac_L24923	typ_enh	1	1	0
atac_P07068	typ_enh	0	1	0
atac_L34488	typ_enh	0	0	1
atac_L16103	typ_enh	0	0	0
atac_L03101	typ_enh	1	0	0
atac_L13516	typ_enh	1	0	0
atac_P05910	typ_enh	0	0	0
atac_L02459	typ_enh	2	1	0
atac_L08567	typ_enh	1	0	0
atac_P00240	typ_enh	0	1	0
atac_L07311	typ_enh	0	0	1
atac_L05064	typ_enh	0	0	0
atac_L03908	typ_enh	1	0	0
atac_L28435	typ_enh	2	0	2
atac_L29346	typ_enh	0	1	0
atac_L40011	typ_enh	1	1	1
atac_L38491	typ_enh	0	0	1
atac_P05498	typ_enh	1	0	0
atac_L33969	typ_enh	1	1	0
atac_P01203	typ_enh	1	0	1
atac_L02139	typ_enh	3	2	0
atac_L35708	typ_enh	0	0	0
atac_L14963	typ_enh	0	2	0
atac_L28484	typ_enh	0	0	0
atac_L35956	typ_enh	0	0	1
atac_P02844	typ_enh	0	0	0
atac_L20866	typ_enh	0	0	0
atac_L20845	typ_enh	0	0	1
atac_L02343	typ_enh	1	0	0
atac_L03597	typ_enh	1	1	1
atac_L06326	typ_enh	2	0	0
atac_L14820	typ_enh	0	0	1
atac_P03747	typ_enh	0	0	1
atac_L14026	typ_enh	3	0	0
atac_L06453	typ_enh	2	0	1
atac_P06382	typ_enh	0	0	0
atac_L22778	typ_enh	0	2	1
atac_P02569	typ_enh	1	0	0
atac_L04272	typ_enh	2	0	0
atac_L19114	typ_enh	0	0	1
atac_L03258	typ_enh	0	0	0
atac_L21015	typ_enh	1	0	1
atac_L13994	typ_enh	2	1	0
atac_L10095	typ_enh	1	0	0
atac_L16932	typ_enh	0	0	1
atac_L15881	typ_enh	0	1	0
atac_L02553	typ_enh	0	0	0
atac_P00390	typ_enh	0	0	0
atac_L39166	typ_enh	1	1	1
atac_L33865	typ_enh	0	1	0
atac_L19107	typ_enh	0	0	0
atac_L29445	typ_enh	0	0	0
atac_L15765	typ_enh	1	0	1
atac_L21853	typ_enh	1	1	0
atac_L09374	typ_enh	0	0	1
atac_L16158	typ_enh	2	0	1
atac_L22203	typ_enh	0	0	0
atac_L30771	typ_enh	0	1	0
atac_L38436	typ_enh	0	0	0
atac_P05814	typ_enh	2	0	0
atac_L32976	typ_enh	0	0	0
atac_L30996	typ_enh	0	0	1
atac_L14214	typ_enh	1	0	2
atac_L14824	typ_enh	1	0	1
atac_P06337	typ_enh	0	0	2
atac_L06508	typ_enh	2	2	1
atac_L13985	typ_enh	1	0	1
atac_L34993	typ_enh	1	2	0
atac_P04270	typ_enh	1	0	1
atac_L19084	typ_enh	0	0	0
atac_L37504	typ_enh	0	0	0
atac_L15202	typ_enh	0	0	0
atac_P05236	typ_enh	1	1	0
atac_P02825	typ_enh	0	0	0
atac_P04548	typ_enh	1	0	4
atac_L21648	typ_enh	2	0	1
atac_L03678	typ_enh	0	1	1
atac_L14039	typ_enh	1	0	1
atac_P02043	typ_enh	1	0	0
atac_L12851	typ_enh	2	3	0
atac_P03730	typ_enh	1	0	1
atac_L01965	typ_enh	2	0	0
atac_L10839	typ_enh	0	0	0
atac_L09216	typ_enh	2	0	0
atac_L23583	typ_enh	1	1	0
atac_P01056	typ_enh	0	0	0
atac_L22425	typ_enh	2	0	1
atac_L07660	typ_enh	1	0	0
atac_L05118	typ_enh	0	0	1
atac_L39222	typ_enh	1	0	0
atac_L24503	typ_enh	4	0	0
atac_L36971	typ_enh	0	1	0
atac_L24404	typ_enh	1	0	1
atac_L31905	typ_enh	0	0	1
atac_P04288	typ_enh	0	0	1
atac_L20173	typ_enh	0	0	0
atac_L01795	typ_enh	0	0	1
atac_P01848	typ_enh	0	0	1
atac_P04525	typ_enh	1	1	1
atac_P03738	typ_enh	0	0	2
atac_L10379	typ_enh	2	0	0
atac_L31413	typ_enh	0	0	1
atac_L06046	typ_enh	0	0	0
atac_L22214	typ_enh	1	0	2
atac_L03044	typ_enh	0	0	0
atac_P06740	typ_enh	0	1	1
atac_L04271	typ_enh	1	1	2
atac_L00217	typ_enh	0	0	0
atac_L12976	typ_enh	0	1	0
atac_L29337	typ_enh	1	0	0
atac_L22451	typ_enh	1	1	0
atac_L25083	typ_enh	0	0	0
atac_L23987	typ_enh	0	0	0
atac_P02300	typ_enh	2	0	1
atac_L21462	typ_enh	2	0	0
atac_L20197	typ_enh	1	0	1
atac_L11799	typ_enh	1	1	0
atac_L34227	typ_enh	0	0	0
atac_L09411	typ_enh	1	1	0
atac_L39483	typ_enh	0	0	0
atac_L39867	typ_enh	0	0	1
atac_P02359	typ_enh	1	0	2
atac_L21733	typ_enh	0	0	0
atac_L19330	typ_enh	0	0	1
atac_L01723	typ_enh	0	0	0
atac_L23323	typ_enh	0	0	1
atac_L34969	typ_enh	0	1	1
atac_L02135	typ_enh	3	0	0
atac_L05826	typ_enh	3	0	0
atac_P03564	typ_enh	0	0	1
atac_P04244	typ_enh	0	0	0
atac_P01624	typ_enh	0	0	1
atac_L12371	typ_enh	0	0	0
atac_L38275	typ_enh	2	3	0
atac_L35904	typ_enh	3	2	1
atac_L33245	typ_enh	2	0	0
atac_L12372	typ_enh	1	0	0
atac_L36370	typ_enh	1	0	0
atac_L11779	typ_enh	1	1	1
atac_L14632	typ_enh	0	0	1
atac_L11162	typ_enh	3	0	0
atac_P01209	typ_enh	1	0	1
atac_L04878	typ_enh	0	0	0
atac_L37419	typ_enh	0	0	0
atac_L18133	typ_enh	1	0	0
atac_L26399	typ_enh	0	0	0
atac_L27851	typ_enh	2	1	0
atac_L35049	typ_enh	0	2	0
atac_P04350	typ_enh	0	1	0
atac_L38378	typ_enh	0	0	0
atac_P06778	typ_enh	1	1	3
atac_P02567	typ_enh	0	0	2
atac_L14383	typ_enh	3	1	1
atac_L02560	typ_enh	0	0	1
atac_L01815	typ_enh	0	1	0
atac_L01732	typ_enh	1	1	0
atac_L04459	typ_enh	0	0	0
atac_L37876	typ_enh	0	0	0
atac_L24406	typ_enh	2	0	0
atac_L35180	typ_enh	0	1	1
atac_L06647	typ_enh	0	2	0
atac_L11562	typ_enh	0	1	1
atac_L01898	typ_enh	0	0	0
atac_L16790	typ_enh	0	0	1
atac_L06622	typ_enh	0	0	0
atac_L18181	typ_enh	1	1	1
atac_L09081	typ_enh	0	0	1
atac_L39069	typ_enh	1	0	1
atac_P05448	typ_enh	0	1	0
atac_L36054	typ_enh	0	1	0
atac_L06079	typ_enh	1	1	0
atac_L05106	typ_enh	1	0	1
atac_L38229	typ_enh	1	1	3
atac_L27847	typ_enh	2	1	0
atac_L19969	typ_enh	2	0	1
atac_L00297	typ_enh	0	0	1
atac_P00028	typ_enh	0	0	1
atac_P04130	typ_enh	0	0	1
atac_L40249	typ_enh	0	0	0
atac_L06695	typ_enh	0	0	1
atac_L25051	typ_enh	2	2	0
atac_L25611	typ_enh	0	0	2
atac_L04650	typ_enh	0	0	1
atac_L24667	typ_enh	0	0	1
atac_L35159	typ_enh	0	1	0
atac_L17584	typ_enh	0	1	0
atac_L07994	typ_enh	0	0	1
atac_L32824	typ_enh	0	1	0
atac_L39944	typ_enh	0	0	0
atac_L15204	typ_enh	0	0	0
atac_P06999	typ_enh	0	0	0
atac_L24395	typ_enh	0	0	2
atac_L17585	typ_enh	0	0	0
atac_L25820	typ_enh	0	0	0
atac_L04551	typ_enh	0	0	0
atac_L36744	typ_enh	2	1	0
atac_L13951	typ_enh	0	0	0
atac_L05643	typ_enh	0	0	1
atac_L20941	typ_enh	0	0	0
atac_L03152	typ_enh	1	1	0
atac_L09896	typ_enh	1	0	2
atac_L39184	typ_enh	1	0	1
atac_L36702	typ_enh	0	0	0
atac_L04804	typ_enh	0	1	2
atac_P02657	typ_enh	1	0	0
atac_L04001	typ_enh	0	0	2
atac_L28022	typ_enh	0	0	0
atac_L13119	typ_enh	0	0	0
atac_L03562	typ_enh	0	1	0
atac_L17161	typ_enh	1	0	1
atac_L10977	typ_enh	1	0	0
atac_L38396	typ_enh	1	2	0
atac_L36720	typ_enh	1	0	1
atac_L01805	typ_enh	0	0	0
atac_L04462	typ_enh	0	0	0
atac_P06689	typ_enh	1	0	2
atac_L19937	typ_enh	0	0	0
atac_P06920	typ_enh	0	0	1
atac_L27965	typ_enh	0	1	0
atac_P01324	typ_enh	0	0	2
atac_L09271	typ_enh	2	0	2
atac_L38372	typ_enh	1	0	0
atac_L18222	typ_enh	2	2	0
atac_L20727	typ_enh	0	0	0
atac_P05870	typ_enh	0	0	0
atac_L26311	typ_enh	1	1	0
atac_L13224	typ_enh	0	0	2
atac_L19668	typ_enh	0	0	0
atac_L26578	typ_enh	2	0	0
atac_L25194	typ_enh	3	2	0
atac_L06717	typ_enh	4	1	0
atac_L33474	typ_enh	0	0	0
atac_L28368	typ_enh	2	2	1
atac_L18860	typ_enh	0	0	0
atac_L40702	typ_enh	1	0	1
atac_P05720	typ_enh	0	0	0
atac_L33705	typ_enh	1	1	2
atac_L07910	typ_enh	2	0	0
atac_P06089	typ_enh	0	1	1
atac_L11821	typ_enh	0	0	0
atac_L09562	typ_enh	2	1	0
atac_L02723	typ_enh	3	2	0
atac_L32246	typ_enh	0	0	3
atac_L28785	typ_enh	1	1	0
atac_P01607	typ_enh	0	0	0
atac_L17626	typ_enh	0	0	0
atac_L24874	typ_enh	0	0	1
atac_L09213	typ_enh	0	0	0
atac_L14061	typ_enh	0	0	0
atac_L28693	typ_enh	2	1	1
atac_L07673	typ_enh	1	0	0
atac_P06649	typ_enh	0	1	1
atac_L26521	typ_enh	0	0	0
atac_L03613	typ_enh	2	0	2
atac_L14086	typ_enh	1	1	1
atac_L04427	typ_enh	0	0	0
atac_L18101	typ_enh	2	0	1
atac_L11229	typ_enh	2	0	2
atac_L00161	typ_enh	0	0	2
atac_L28455	typ_enh	0	0	3
atac_L03704	typ_enh	2	1	1
atac_P06507	typ_enh	0	0	0
atac_L16810	typ_enh	2	1	1
atac_L34396	typ_enh	0	0	1
atac_P02069	typ_enh	2	0	1
atac_L11939	typ_enh	0	0	1
atac_L11829	typ_enh	1	1	1
atac_L02423	typ_enh	2	0	1
atac_L36858	typ_enh	1	1	0
atac_L10408	typ_enh	1	1	1
atac_L06314	typ_enh	0	0	1
atac_L39740	typ_enh	0	0	2
atac_L07436	typ_enh	0	2	1
atac_P03394	typ_enh	0	0	0
atac_L04762	typ_enh	1	0	0
atac_L30279	typ_enh	1	0	0
atac_L35300	typ_enh	2	0	0
atac_L15288	typ_enh	2	0	0
atac_L07438	typ_enh	2	0	1
atac_L06712	typ_enh	1	1	0
atac_P04477	typ_enh	1	0	1
atac_P00377	typ_enh	1	0	0
atac_L02839	typ_enh	0	1	0
atac_L05092	typ_enh	1	0	1
atac_L38264	typ_enh	1	1	0
atac_L19220	typ_enh	1	0	1
atac_L17147	typ_enh	2	0	0
atac_L09404	typ_enh	0	0	0
atac_L03247	typ_enh	6	0	0
atac_P06802	typ_enh	0	1	1
atac_P03827	typ_enh	0	0	1
atac_L20553	typ_enh	0	0	0
atac_P00135	typ_enh	0	0	3
atac_P02163	typ_enh	0	0	0
atac_L22782	typ_enh	1	0	0
atac_L11285	typ_enh	0	0	0
atac_L33360	typ_enh	3	0	0
atac_L31082	typ_enh	0	0	0
atac_L17792	typ_enh	1	2	0
atac_P03433	typ_enh	1	1	1
atac_L06586	typ_enh	3	0	1
atac_L16052	typ_enh	1	1	0
atac_L26505	typ_enh	1	0	0
atac_L11379	typ_enh	0	0	0
atac_L03847	typ_enh	0	0	4
atac_L23140	typ_enh	1	1	0
atac_L08743	typ_enh	1	2	1
atac_L14261	typ_enh	0	0	0
atac_L23444	typ_enh	1	1	0
atac_L06713	typ_enh	2	0	0
atac_L30979	typ_enh	0	0	1
atac_L06075	typ_enh	0	0	0
atac_L11142	typ_enh	2	0	0
atac_L29586	typ_enh	2	0	0
atac_L05204	typ_enh	0	0	0
atac_L34904	typ_enh	0	0	0
atac_P03892	typ_enh	1	0	1
atac_L30858	typ_enh	0	0	1
atac_L21118	typ_enh	1	1	0
atac_P04183	typ_enh	0	0	0
atac_L13820	typ_enh	1	0	0
atac_L34243	typ_enh	2	0	0
atac_P03361	typ_enh	0	1	0
atac_P03734	typ_enh	0	0	0
atac_L18214	typ_enh	3	0	0
atac_L07855	typ_enh	1	0	2
atac_L09442	typ_enh	1	1	0
atac_L22402	typ_enh	0	0	0
atac_L26043	typ_enh	0	0	0
atac_L36859	typ_enh	1	1	1
atac_L13393	typ_enh	0	0	0
atac_L09443	typ_enh	1	0	0
atac_L16702	typ_enh	0	0	0
atac_L15670	typ_enh	1	0	2
atac_L03701	typ_enh	3	1	1
atac_L11370	typ_enh	0	0	1
atac_L39351	typ_enh	0	0	0
atac_P05927	typ_enh	0	0	0
atac_L33862	typ_enh	0	0	2
atac_L39081	typ_enh	1	0	1
atac_P00231	typ_enh	1	1	1
atac_L02415	typ_enh	0	0	0
atac_L23509	typ_enh	0	1	2
atac_L00793	typ_enh	1	0	0
atac_L22187	typ_enh	1	1	0
atac_L23953	typ_enh	0	1	1
atac_L14215	typ_enh	1	0	0
atac_P05265	typ_enh	0	0	0
atac_L25658	typ_enh	1	0	0
atac_L32266	typ_enh	0	0	0
atac_L23508	typ_enh	1	1	0
atac_L01309	typ_enh	0	0	0
atac_L35875	typ_enh	0	0	1
atac_L38577	typ_enh	0	0	3
atac_L34262	typ_enh	2	1	0
atac_L06496	typ_enh	0	0	0
atac_L03120	typ_enh	2	0	0
atac_L06497	typ_enh	0	0	0
atac_L14060	typ_enh	0	0	1
atac_L16994	typ_enh	1	0	0
atac_L21444	typ_enh	2	1	2
atac_L02050	typ_enh	0	0	0
atac_L03433	typ_enh	3	1	0
atac_L04842	typ_enh	1	0	0
atac_L10235	typ_enh	1	1	1
atac_L17664	typ_enh	1	2	1
atac_L34026	typ_enh	0	0	0
atac_L08344	typ_enh	0	1	0
atac_L09909	typ_enh	1	1	0
atac_L14077	typ_enh	1	0	0
atac_L37219	typ_enh	1	1	1
atac_L28042	typ_enh	0	0	4
atac_P03490	typ_enh	0	1	0
atac_L16246	typ_enh	3	1	1
atac_L08242	typ_enh	2	0	1
atac_L23940	typ_enh	0	0	0
atac_L24929	typ_enh	2	0	0
atac_L21973	typ_enh	1	0	1
atac_L16288	typ_enh	4	0	0
atac_L34892	typ_enh	1	0	0
atac_L17434	typ_enh	0	0	0
atac_L40102	typ_enh	1	0	1
atac_L04658	typ_enh	0	0	0
atac_L32675	typ_enh	0	0	0
atac_L05266	typ_enh	2	0	0
atac_L17122	typ_enh	0	0	1
atac_P06927	typ_enh	0	0	0
atac_L25386	typ_enh	1	3	0
atac_L20863	typ_enh	0	0	0
atac_L10049	typ_enh	0	0	0
atac_L03246	typ_enh	4	0	0
atac_L25791	typ_enh	2	0	0
atac_L15674	typ_enh	0	0	1
atac_P03088	typ_enh	0	0	0
atac_L16517	typ_enh	0	0	2
atac_L30637	typ_enh	1	0	0
atac_L04637	typ_enh	0	1	1
atac_L20502	typ_enh	0	1	1
atac_L40126	typ_enh	0	0	1
atac_L25098	typ_enh	0	0	1
atac_L35752	typ_enh	1	1	0
atac_L05922	typ_enh	1	0	0
atac_L39979	typ_enh	0	0	2
atac_L39991	typ_enh	2	1	0
atac_L36044	typ_enh	0	0	0
atac_L29876	typ_enh	0	0	0
atac_P02001	typ_enh	0	2	1
atac_L29252	typ_enh	0	0	0
atac_L24467	typ_enh	0	1	0
atac_L25736	typ_enh	1	0	0
atac_P06321	typ_enh	0	0	0
atac_P05711	typ_enh	1	0	1
atac_L13904	typ_enh	0	2	1
atac_L16560	typ_enh	2	1	0
atac_L35151	typ_enh	0	0	2
atac_L05031	typ_enh	0	0	0
atac_L37658	typ_enh	0	1	1
atac_L13988	typ_enh	2	1	0
atac_P03264	typ_enh	0	1	0
atac_L32143	typ_enh	0	0	0
atac_L15224	typ_enh	1	0	0
atac_L35015	typ_enh	0	0	0
atac_P03342	typ_enh	0	0	0
atac_L18088	typ_enh	1	0	0
atac_L24118	typ_enh	0	0	0
atac_P04241	typ_enh	1	0	2
atac_L23523	typ_enh	3	0	0
atac_L18561	typ_enh	1	0	0
atac_L30789	typ_enh	1	0	1
atac_L03875	typ_enh	1	0	0
atac_L05127	typ_enh	1	0	2
atac_L09876	typ_enh	0	0	0
atac_L08155	typ_enh	2	0	0
atac_L31036	typ_enh	0	0	0
atac_L06313	typ_enh	0	1	1
atac_L30790	typ_enh	0	0	1
atac_L35694	typ_enh	0	0	1
atac_P06475	typ_enh	0	2	1
atac_L09606	typ_enh	0	0	0
atac_L18698	typ_enh	1	0	0
atac_L24015	typ_enh	0	1	3
atac_L35627	typ_enh	1	0	0
atac_L30375	typ_enh	1	0	1
atac_P04358	typ_enh	0	0	0
atac_P00046	typ_enh	0	1	2
atac_L02239	typ_enh	1	1	0
atac_L07854	typ_enh	1	0	0
atac_L22176	typ_enh	1	1	0
atac_L37172	typ_enh	0	0	1
atac_L09583	typ_enh	2	0	0
atac_L26651	typ_enh	0	0	0
atac_P04545	typ_enh	1	0	1
atac_L14702	typ_enh	2	0	2
atac_L25735	typ_enh	1	0	2
atac_L00247	typ_enh	1	0	1
atac_P06654	typ_enh	0	0	0
