Gene	nps_effect	dist_to_k4me1_enh_strict	dist_to_k4me2_enh_strict	dist_to_k4me1_enh_loose	dist_to_k4me2_enh_loose	within100kb_k4me1_enh	within100kb_k4me2_enh	within1Mb_k4me1_enh	within1Mb_k4me2_enh
ENSDARG00000042056	Unaff	456563	1670866	38270	63934	loose	loose	strict	loose
ENSDARG00000075936	Unaff	439073	1688356	55760	81424	loose	loose	strict	loose
ENSDARG00000043963	Unaff	2389743	1589452	1450554	36976	no	loose	no	loose
ENSDARG00000021509	Unaff	1242960	442669	303771	50316	no	loose	loose	strict
ENSDARG00000077029	Unaff	68582	868822	68582	218829	strict	no	strict	strict
ENSDARG00000058729	Unaff	52772	953398	52772	303405	strict	no	strict	strict
ENSDARG00000040184	Unaff	39429	966741	39429	316748	strict	no	strict	strict
ENSDARG00000004049	Unaff	541047	1358876	541047	81985	no	loose	strict	loose
ENSDARG00000005619	Unaff	435007	8614	435007	8614	no	strict	strict	strict
ENSDARG00000005463	Unaff	445907	2197	445907	2197	no	strict	strict	strict
ENSDARG00000016532	Unaff	104425	889911	104425	889911	no	no	strict	strict
ENSDARG00000003681	Unaff	12547	836115	12547	491604	strict	no	strict	strict
ENSDARG00000034293	Unaff	255113	342707	147522	147022	no	no	strict	strict
ENSDARG00000033539	Unaff	128964	681577	6373	5470	loose	loose	strict	strict
ENSDARG00000026629	Unaff	114685	160058	114685	43628	no	loose	strict	strict
ENSDARG00000055426	Unaff	197379	77364	197379	38974	no	strict	strict	strict
ENSDARG00000042322	Unaff	167284	34717	167284	34717	no	strict	strict	strict
ENSDARG00000030116	Unaff	315581	1031924	239909	79735	no	loose	strict	loose
ENSDARG00000020711	Unaff	606615	759061	244199	981	no	loose	strict	strict
ENSDARG00000042562	Unaff	16295	112195	16295	112195	strict	no	strict	strict
ENSDARG00000042642	Unaff	80144	679502	80144	35983	strict	loose	strict	strict
ENSDARG00000020693	Unaff	4995	492503	4995	330151	strict	no	strict	strict
ENSDARG00000042904	Unaff	89759	600857	80708	221797	strict	no	strict	strict
ENSDARG00000042000	Unaff	310082	65879	2038	65879	loose	strict	strict	strict
ENSDARG00000024204	Unaff	251336	106023	60784	104988	loose	no	strict	strict
ENSDARG00000004735	Unaff	36991	96104	36991	94197	strict	strict	strict	strict
ENSDARG00000019920	Unaff	54758	113871	54758	76430	strict	loose	strict	strict
ENSDARG00000073747	Unaff	818123	1349953	571	278128	loose	no	strict	loose
ENSDARG00000002877	Unaff	221765	1479225	221765	207499	no	no	strict	loose
ENSDARG00000041550	Unaff	287018	398184	287018	331076	no	no	strict	strict
ENSDARG00000088165	Unaff	72148	131008	72148	63900	strict	loose	strict	strict
ENSDARG00000089158	Unaff	520628	751440	272968	341879	no	no	strict	strict
ENSDARG00000091243	Unaff	468022	698834	325574	289273	no	no	strict	strict
ENSDARG00000007901	Unaff	1299547	417739	200034	59180	no	loose	loose	strict
ENSDARG00000023916	Unaff	482166	8084	192889	8084	no	strict	strict	strict
ENSDARG00000041232	Unaff	334642	75031	9173	74799	loose	strict	strict	strict
ENSDARG00000096403	Unaff	118729	137390	118729	137390	no	no	strict	strict
ENSDARG00000101873	Unaff	2482602	27015	17353	6610	loose	strict	loose	strict
ENSDARG00000061100	Unaff	1771127	738490	319702	319437	no	no	loose	strict
ENSDARG00000098176	Unaff	591397	530242	53033	108202	loose	no	strict	strict
ENSDARG00000100179	Unaff	552995	491840	14631	69800	loose	loose	strict	strict
ENSDARG00000104798	Unaff	546162	485007	7798	62967	loose	loose	strict	strict
ENSDARG00000077906	Unaff	19826	161055	19826	161055	strict	no	strict	strict
ENSDARG00000094542	Unaff	52750	345894	52299	345894	strict	no	strict	strict
ENSDARG00000034291	Unaff	39148	359496	38697	359496	strict	no	strict	strict
ENSDARG00000017602	Unaff	71317	954210	71317	164195	strict	no	strict	strict
ENSDARG00000088619	Unaff	197777	903161	197777	290655	no	no	strict	strict
ENSDARG00000088318	Unaff	20705	172754	20705	18618	strict	loose	strict	strict
ENSDARG00000092916	Unaff	31921	225558	31921	34081	strict	loose	strict	strict
ENSDARG00000012820	Unaff	32505	226142	32505	34665	strict	loose	strict	strict
ENSDARG00000057635	Unaff	79162	108051	26089	70606	strict	loose	strict	strict
ENSDARG00000003920	Unaff	84658	102555	20593	76102	strict	loose	strict	strict
ENSDARG00000006527	Unaff	79658	739000	79658	49594	strict	loose	strict	strict
ENSDARG00000100081	Unaff	96967	756309	96967	66903	strict	loose	strict	strict
ENSDARG00000044688	Unaff	3347	2243830	3347	1158937	strict	no	strict	no
ENSDARG00000007671	Unaff	308109	1598981	211758	514088	no	no	strict	loose
ENSDARG00000057096	Unaff	405604	1353447	52581	268554	loose	no	strict	loose
ENSDARG00000004937	Unaff	227814	6398	227814	6398	no	strict	strict	strict
ENSDARG00000044625	Unaff	91597	514388	91597	290195	strict	no	strict	strict
ENSDARG00000006316	Unaff	198645	531543	3024	168945	loose	no	strict	strict
ENSDARG00000054916	Unaff	533018	197170	23114	85119	loose	loose	strict	strict
ENSDARG00000077860	Unaff	609950	120238	100046	8187	no	loose	strict	strict
ENSDARG00000054929	Unaff	616908	113280	107004	1229	no	loose	strict	strict
ENSDARG00000092480	Unaff	659521	70667	149617	41272	no	strict	strict	strict
ENSDARG00000044545	Unaff	424728	217997	203304	31940	no	loose	strict	strict
ENSDARG00000012723	Unaff	255551	48820	34127	48820	loose	strict	strict	strict
ENSDARG00000019501	Unaff	4784	189892	4784	189892	strict	no	strict	strict
ENSDARG00000055536	Unaff	285680	420843	285680	161417	no	no	strict	strict
ENSDARG00000014017	Unaff	60472	402484	60472	352494	strict	no	strict	strict
ENSDARG00000005908	Unaff	344179	878151	185301	89361	no	loose	strict	strict
ENSDARG00000008255	Unaff	76772	397635	76772	391062	strict	no	strict	strict
ENSDARG00000104924	Unaff	190652	8331	190652	8331	no	strict	strict	strict
ENSDARG00000060661	Unaff	16474	841395	16474	34010	strict	loose	strict	strict
ENSDARG00000044380	Unaff	563075	645845	563075	325331	no	no	strict	strict
ENSDARG00000073988	Unaff	182357	177472	182357	177472	no	no	strict	strict
ENSDARG00000015221	Unaff	250142	426605	250142	426605	no	no	strict	strict
ENSDARG00000030665	Unaff	591826	978186	591826	978186	no	no	strict	strict
ENSDARG00000001857	Unaff	43654	2338812	19721	203033	strict	no	strict	loose
ENSDARG00000104375	Unaff	552088	61560	149880	61560	no	strict	strict	strict
ENSDARG00000101722	Unaff	738528	18348	36466	18348	loose	strict	strict	strict
ENSDARG00000087545	Unaff	563200	192509	563200	59528	no	loose	strict	strict
ENSDARG00000020298	Unaff	420364	335345	420364	24203	no	loose	strict	strict
ENSDARG00000031216	Unaff	388865	366844	388865	55702	no	loose	strict	strict
ENSDARG00000063661	Unaff	248124	246514	248124	50940	no	loose	strict	strict
ENSDARG00000076554	Unaff	148629	147019	148629	41532	no	loose	strict	strict
ENSDARG00000059360	Unaff	134843	133233	134843	55318	no	loose	strict	strict
ENSDARG00000078301	Unaff	33464	31854	33464	31854	strict	strict	strict	strict
ENSDARG00000101044	Unaff	554149	54910	30606	51334	loose	strict	strict	strict
ENSDARG00000105056	Unaff	593304	94065	69761	90489	loose	strict	strict	strict
ENSDARG00000098898	Unaff	722088	222849	198545	219273	no	no	strict	strict
ENSDARG00000111614	Unaff	767140	267901	243597	264325	no	no	strict	strict
ENSDARG00000103571	Unaff	798048	298809	274505	295233	no	no	strict	strict
ENSDARG00000117185	Unaff	827160	327921	303617	324345	no	no	strict	strict
ENSDARG00000104613	Unaff	1037157	169752	513614	169752	no	no	loose	strict
ENSDARG00000100468	Unaff	1087247	119662	563704	119662	no	no	loose	strict
ENSDARG00000104142	Unaff	1145646	61263	622103	61263	no	strict	loose	strict
ENSDARG00000071790	Unaff	1171729	35180	648186	35180	no	strict	loose	strict
ENSDARG00000102053	Unaff	973169	177204	860664	177204	no	no	strict	strict
ENSDARG00000094736	Unaff	918030	232343	915803	232343	no	no	strict	strict
ENSDARG00000092088	Unaff	868631	209127	868631	209127	no	no	strict	strict
ENSDARG00000097261	Unaff	809841	150337	809841	150337	no	no	strict	strict
ENSDARG00000095704	Unaff	751441	91937	751441	91937	no	strict	strict	strict
ENSDARG00000014775	Unaff	707089	47585	707089	47585	no	strict	strict	strict
ENSDARG00000095397	Unaff	611752	47553	611752	47553	no	strict	strict	strict
ENSDARG00000092605	Unaff	591661	58231	591661	58231	no	strict	strict	strict
ENSDARG00000094242	Unaff	406809	126546	406809	25670	no	loose	strict	strict
ENSDARG00000022905	Unaff	400461	132894	400461	32018	no	loose	strict	strict
ENSDARG00000095455	Unaff	347040	186315	347040	85439	no	loose	strict	strict
ENSDARG00000110106	Unaff	271411	261944	271411	42643	no	loose	strict	strict
ENSDARG00000100588	Unaff	36986	570992	36986	28623	strict	loose	strict	strict
ENSDARG00000104938	Unaff	67652	601658	67652	1943	strict	loose	strict	strict
ENSDARG00000100132	Unaff	115998	650004	115998	50289	no	loose	strict	strict
ENSDARG00000090673	Unaff	9439	762573	9439	155393	strict	no	strict	strict
ENSDARG00000021812	Unaff	32403	720639	32403	197327	strict	no	strict	strict
ENSDARG00000015123	Unaff	725006	28036	361695	18812	no	strict	strict	strict
ENSDARG00000100000	Unaff	3353	96169	3353	96169	strict	strict	strict	strict
ENSDARG00000043180	Unaff	8541	381110	8541	119389	strict	no	strict	strict
ENSDARG00000094821	Unaff	794392	216530	2707	170227	loose	no	strict	strict
ENSDARG00000074820	Unaff	471440	99201	88443	2515	loose	strict	strict	strict
ENSDARG00000008049	Unaff	136174	508045	136174	125069	no	no	strict	strict
ENSDARG00000063031	Unaff	201514	534462	201514	190409	no	no	strict	strict
ENSDARG00000025340	Unaff	254632	481344	254632	243527	no	no	strict	strict
ENSDARG00000043055	Unaff	308190	427786	308190	244124	no	no	strict	strict
ENSDARG00000020467	Unaff	181350	453242	10791	194845	loose	no	strict	strict
ENSDARG00000024904	Unaff	73782	197924	63472	60338	strict	loose	strict	strict
ENSDARG00000062550	Unaff	86888	184818	76578	62642	strict	loose	strict	strict
ENSDARG00000009881	Unaff	8546	21718	547	21718	strict	strict	strict	strict
ENSDARG00000042799	Unaff	12965	622651	12965	381915	strict	no	strict	strict
ENSDARG00000061735	Unaff	351222	960908	351222	720172	no	no	strict	strict
ENSDARG00000026183	Unaff	427067	1036753	427067	796017	no	no	strict	loose
ENSDARG00000014623	Unaff	162567	129366	162567	129366	no	no	strict	strict
ENSDARG00000034013	Unaff	173851	95399	173851	95399	no	strict	strict	strict
ENSDARG00000061810	Unaff	679388	254385	26965	18	loose	loose	strict	strict
ENSDARG00000099999	Unaff	646519	221516	2723	8934	loose	loose	strict	strict
ENSDARG00000061992	Unaff	150447	89273	136347	89273	no	strict	strict	strict
ENSDARG00000073867	Unaff	157357	51854	157357	51854	no	strict	strict	strict
ENSDARG00000062152	Unaff	678536	380873	677643	380873	no	no	strict	strict
ENSDARG00000041538	Unaff	253276	1884157	246246	355709	no	no	strict	loose
ENSDARG00000093798	Unaff	125027	2407106	18528	167154	loose	no	strict	loose
ENSDARG00000078966	Unaff	325379	508005	35170	67149	loose	loose	strict	strict
ENSDARG00000103977	Unaff	217657	1376371	217657	613731	no	no	strict	loose
ENSDARG00000053918	Unaff	163873	901500	163873	186702	no	no	strict	strict
ENSDARG00000002710	Unaff	92806	85811	92806	85811	strict	strict	strict	strict
ENSDARG00000070898	Unaff	347139	624708	347139	284913	no	no	strict	strict
ENSDARG00000036864	Unaff	628321	55533	41709	13	loose	strict	strict	strict
ENSDARG00000071272	Unaff	35020	1568482	25117	187281	strict	no	strict	loose
ENSDARG00000028335	Unaff	5183	567491	1757	567491	strict	no	strict	strict
ENSDARG00000095241	Unaff	583516	21274	583325	21274	no	strict	strict	strict
ENSDARG00000037804	Unaff	821247	14835	318594	14835	no	strict	strict	strict
ENSDARG00000005513	Unaff	844799	311347	85698	92186	loose	loose	strict	strict
ENSDARG00000012777	Unaff	826136	364445	349849	171874	no	no	strict	strict
ENSDARG00000025581	Unaff	137165	582329	137165	562821	no	no	strict	strict
ENSDARG00000077353	Unaff	6310	992515	6310	391	strict	loose	strict	strict
ENSDARG00000092807	Unaff	98418	3513047	98418	174700	strict	no	strict	loose
ENSDARG00000034714	Unaff	95905	3515560	95905	177213	strict	no	strict	loose
ENSDARG00000078574	Unaff	25794	3719320	23231	649168	strict	no	strict	loose
ENSDARG00000098968	Unaff	199261	3271196	199261	220572	no	no	strict	loose
ENSDARG00000037060	Unaff	59386	1742310	59386	51966	strict	loose	strict	loose
ENSDARG00000018968	Unaff	6268	1676402	1777	117874	strict	no	strict	loose
ENSDARG00000004452	Unaff	119179	141497	119179	141497	no	no	strict	strict
ENSDARG00000037017	Unaff	76538	54198	76538	54198	strict	strict	strict	strict
ENSDARG00000036956	Unaff	61744	731237	61744	731237	strict	no	strict	strict
ENSDARG00000036855	Unaff	273090	54360	120595	54360	no	strict	strict	strict
ENSDARG00000003219	Unaff	25322	1795953	25322	205283	strict	no	strict	loose
ENSDARG00000017525	Unaff	76855	2559484	76855	182983	strict	no	strict	loose
ENSDARG00000061187	Unaff	31839	1904247	4621	5399	strict	loose	strict	loose
ENSDARG00000036675	Unaff	32375	1903711	5157	5935	strict	loose	strict	loose
ENSDARG00000020606	Unaff	42185	1893901	14967	3586	strict	loose	strict	loose
ENSDARG00000060849	Unaff	237756	1719252	86541	56646	loose	loose	strict	loose
ENSDARG00000103868	Unaff	288832	1108234	36461	360181	loose	no	strict	loose
ENSDARG00000070127	Unaff	465575	724852	68754	23092	loose	loose	strict	strict
ENSDARG00000074572	Unaff	257613	516890	50012	231054	loose	no	strict	strict
ENSDARG00000015835	Unaff	91194	167856	82502	123622	strict	no	strict	strict
ENSDARG00000077405	Unaff	594160	430722	550290	15144	no	loose	strict	strict
ENSDARG00000042259	Unaff	1484269	2308324	7824	685225	loose	no	loose	loose
ENSDARG00000076791	Unaff	593250	1417305	593250	31793	no	loose	strict	loose
ENSDARG00000058565	Unaff	218906	170033	218906	170033	no	no	strict	strict
ENSDARG00000096457	Unaff	174475	980070	174475	16584	no	loose	strict	strict
ENSDARG00000045401	Unaff	22312	16155	22312	16155	strict	strict	strict	strict
ENSDARG00000096121	Unaff	274933	726047	274933	258608	no	no	strict	strict
ENSDARG00000003941	Unaff	185782	52686	97442	52686	loose	strict	strict	strict
ENSDARG00000044488	Unaff	454773	309790	158543	59807	no	loose	strict	strict
ENSDARG00000045248	Unaff	867315	1116981	38164	204436	loose	no	strict	loose
ENSDARG00000045254	Unaff	877374	1106922	28105	194377	loose	no	strict	loose
ENSDARG00000045257	Unaff	887770	1096526	17709	183981	loose	no	strict	loose
ENSDARG00000016490	Unaff	900597	1083699	4882	171154	loose	no	strict	loose
ENSDARG00000030367	Unaff	1134551	849745	5956	62497	loose	loose	loose	strict
ENSDARG00000102377	Unaff	761123	160810	354441	75288	no	loose	strict	strict
ENSDARG00000060600	Unaff	378672	221542	27839	213381	loose	no	strict	strict
ENSDARG00000100427	Unaff	208601	809007	208601	97361	no	loose	strict	strict
ENSDARG00000097691	Unaff	73530	63826	73530	63149	strict	strict	strict	strict
ENSDARG00000100096	Unaff	115813	133214	82717	132537	loose	no	strict	strict
ENSDARG00000076111	Unaff	102500	146527	69404	145850	loose	no	strict	strict
ENSDARG00000071076	Unaff	84679	734052	84679	445850	strict	no	strict	strict
ENSDARG00000099194	Unaff	405346	1054719	405346	766517	no	no	strict	loose
ENSDARG00000039880	Unaff	901121	121129	260965	121129	no	no	strict	strict
ENSDARG00000101127	Unaff	473648	1250082	473648	7792	no	loose	strict	loose
ENSDARG00000013582	Unaff	77207	783421	77207	111	strict	loose	strict	strict
ENSDARG00000102229	Unaff	260686	599942	121490	183590	no	no	strict	strict
ENSDARG00000062469	Unaff	413605	720788	197198	117816	no	no	strict	strict
ENSDARG00000004174	Unaff	436449	300243	294869	300243	no	no	strict	strict
ENSDARG00000045803	Unaff	205025	932088	205025	345971	no	no	strict	strict
ENSDARG00000007045	Unaff	344055	1807614	344055	152958	no	no	strict	loose
ENSDARG00000078992	Unaff	394005	1003543	392090	377	no	loose	strict	loose
ENSDARG00000036888	Unaff	245223	1237292	245223	1237292	no	no	strict	no
ENSDARG00000097414	Unaff	190260	109951	40084	109951	loose	no	strict	strict
ENSDARG00000051798	Unaff	13482	715979	13482	349487	strict	no	strict	strict
ENSDARG00000037353	Unaff	236053	1262697	236053	70259	no	loose	strict	loose
ENSDARG00000091728	Unaff	540689	958061	2228	9218	loose	loose	strict	strict
ENSDARG00000111753	Unaff	541564	957186	1353	8343	loose	loose	strict	strict
ENSDARG00000113800	Unaff	543284	955466	242	6623	loose	loose	strict	strict
ENSDARG00000109370	Unaff	544333	954417	1291	5574	loose	loose	strict	strict
ENSDARG00000075508	Unaff	545753	952997	1913	4154	loose	loose	strict	strict
ENSDARG00000094154	Unaff	547073	951677	593	2834	loose	loose	strict	strict
ENSDARG00000112561	Unaff	549641	949109	1768	266	loose	loose	strict	strict
ENSDARG00000113205	Unaff	551998	946752	58	1989	loose	loose	strict	strict
ENSDARG00000111934	Unaff	553475	945275	1162	3466	loose	loose	strict	strict
ENSDARG00000110841	Unaff	556414	942336	4101	3700	loose	loose	strict	strict
ENSDARG00000068941	Unaff	557770	940980	5457	2344	loose	loose	strict	strict
ENSDARG00000111648	Unaff	560028	938722	7715	86	loose	loose	strict	strict
ENSDARG00000112954	Unaff	561178	937572	8865	802	loose	loose	strict	strict
ENSDARG00000111964	Unaff	562706	936044	10393	2330	loose	loose	strict	strict
ENSDARG00000092846	Unaff	597090	901660	44777	9774	loose	loose	strict	strict
ENSDARG00000112647	Unaff	598239	900511	45926	8625	loose	loose	strict	strict
ENSDARG00000091905	Unaff	599546	899204	47233	7318	loose	loose	strict	strict
ENSDARG00000115281	Unaff	603237	895513	50924	3627	loose	loose	strict	strict
ENSDARG00000114500	Unaff	604988	893762	52675	1876	loose	loose	strict	strict
ENSDARG00000114195	Unaff	607913	890837	55600	764	loose	loose	strict	strict
ENSDARG00000114370	Unaff	616153	882597	63840	9004	loose	loose	strict	strict
ENSDARG00000115766	Unaff	617413	881337	65100	10264	loose	loose	strict	strict
ENSDARG00000115938	Unaff	620022	878728	67709	12873	loose	loose	strict	strict
ENSDARG00000110812	Unaff	621474	877276	69161	11462	loose	loose	strict	strict
ENSDARG00000113399	Unaff	623065	875685	70752	9871	loose	loose	strict	strict
ENSDARG00000116654	Unaff	627484	871266	75171	5452	loose	loose	strict	strict
ENSDARG00000112593	Unaff	628783	869967	76470	4153	loose	loose	strict	strict
ENSDARG00000112967	Unaff	629800	868950	77487	3136	loose	loose	strict	strict
ENSDARG00000089039	Unaff	631684	867066	79371	1252	loose	loose	strict	strict
ENSDARG00000111247	Unaff	632837	865913	80524	99	loose	loose	strict	strict
ENSDARG00000112375	Unaff	634971	863779	82658	1958	loose	loose	strict	strict
ENSDARG00000113481	Unaff	636209	862541	83896	3196	loose	loose	strict	strict
ENSDARG00000032637	Unaff	637593	861157	85280	4580	loose	loose	strict	strict
ENSDARG00000110035	Unaff	638805	859945	86492	5792	loose	loose	strict	strict
ENSDARG00000109755	Unaff	640061	858689	87748	5439	loose	loose	strict	strict
ENSDARG00000114125	Unaff	641366	857384	89053	4134	loose	loose	strict	strict
ENSDARG00000111165	Unaff	643143	855607	90830	2357	loose	loose	strict	strict
ENSDARG00000115644	Unaff	646381	852369	94068	47	loose	loose	strict	strict
ENSDARG00000114133	Unaff	647686	851064	95373	1176	loose	loose	strict	strict
ENSDARG00000096992	Unaff	649404	849346	97091	2894	loose	loose	strict	strict
ENSDARG00000078941	Unaff	651064	847686	98751	4554	loose	loose	strict	strict
ENSDARG00000076320	Unaff	677764	820986	125451	31254	no	loose	strict	strict
ENSDARG00000116781	Unaff	202477	65686	10933	11614	loose	strict	strict	strict
ENSDARG00000110809	Unaff	201795	65004	10251	10932	loose	strict	strict	strict
ENSDARG00000114169	Unaff	200666	63875	9122	9803	loose	strict	strict	strict
ENSDARG00000111494	Unaff	197994	61203	6450	7131	loose	strict	strict	strict
ENSDARG00000112528	Unaff	187320	50529	3896	29	loose	strict	strict	strict
ENSDARG00000077456	Unaff	186051	49260	2627	1094	loose	strict	strict	strict
ENSDARG00000051736	Unaff	184558	47767	1134	2587	loose	strict	strict	strict
ENSDARG00000051737	Unaff	183501	46710	77	3644	loose	strict	strict	strict
ENSDARG00000110152	Unaff	180303	43512	2984	1877	loose	strict	strict	strict
ENSDARG00000109458	Unaff	176200	39409	7087	2138	loose	strict	strict	strict
ENSDARG00000115054	Unaff	174796	38005	8491	3542	loose	strict	strict	strict
ENSDARG00000051735	Unaff	173267	36476	10020	5071	loose	strict	strict	strict
ENSDARG00000111536	Unaff	171729	34938	11558	5495	loose	strict	strict	strict
ENSDARG00000112131	Unaff	170210	33419	13077	3976	loose	strict	strict	strict
ENSDARG00000114895	Unaff	165959	29168	17328	82	loose	strict	strict	strict
ENSDARG00000070280	Unaff	164685	27894	18602	1356	loose	strict	strict	strict
ENSDARG00000114334	Unaff	163521	26730	19766	2520	loose	strict	strict	strict
ENSDARG00000070289	Unaff	151355	14564	31932	11873	loose	strict	strict	strict
ENSDARG00000115799	Unaff	150127	13336	33160	10645	loose	strict	strict	strict
ENSDARG00000111396	Unaff	147108	10317	36179	7626	loose	strict	strict	strict
ENSDARG00000113707	Unaff	145524	8733	37763	6042	loose	strict	strict	strict
ENSDARG00000051718	Unaff	143979	7188	39308	4497	loose	strict	strict	strict
ENSDARG00000104985	Unaff	13971	53467	13971	53467	strict	strict	strict	strict
ENSDARG00000099375	Unaff	1057129	79706	26118	14870	loose	strict	loose	strict
ENSDARG00000036625	Unaff	1368731	230478	238158	15402	no	loose	loose	strict
ENSDARG00000058958	Unaff	74436	329642	27448	80729	strict	loose	strict	strict
ENSDARG00000027360	Unaff	138192	542608	138192	142777	no	no	strict	strict
ENSDARG00000015111	Unaff	206865	611281	206865	74104	no	loose	strict	strict
ENSDARG00000103530	Unaff	1107216	175921	383872	99738	no	loose	loose	strict
ENSDARG00000094216	Unaff	1082285	200852	358941	124669	no	no	loose	strict
ENSDARG00000103777	Unaff	854111	217824	130767	217824	no	no	strict	strict
ENSDARG00000090740	Unaff	831734	195447	108390	195447	no	no	strict	strict
ENSDARG00000100508	Unaff	481203	154960	241937	154960	no	no	strict	strict
ENSDARG00000091025	Unaff	618877	1329495	600242	229845	no	no	strict	loose
ENSDARG00000112452	Unaff	32418	861255	32418	57329	strict	loose	strict	strict
ENSDARG00000011609	Unaff	65825	10695	65825	10695	strict	strict	strict	strict
ENSDARG00000105046	Unaff	253876	30472	253876	30472	no	strict	strict	strict
ENSDARG00000105177	Unaff	150142	65171	150142	65171	no	strict	strict	strict
ENSDARG00000011597	Unaff	189374	1153028	189374	261808	no	no	strict	loose
ENSDARG00000038281	Unaff	255990	729806	7653	89149	loose	loose	strict	strict
ENSDARG00000015922	Unaff	2813	294347	2813	290620	strict	no	strict	strict
ENSDARG00000092120	Unaff	35266	326800	35266	259512	strict	no	strict	strict
ENSDARG00000009040	Unaff	562873	12039	175662	12039	no	strict	strict	strict
ENSDARG00000075380	Unaff	36527	566454	36527	196895	strict	no	strict	strict
ENSDARG00000093622	Unaff	17124	547051	17124	177492	strict	no	strict	strict
ENSDARG00000038141	Unaff	309896	110958	60333	17758	loose	loose	strict	strict
ENSDARG00000019507	Unaff	305563	728150	226505	35983	no	loose	strict	strict
ENSDARG00000070565	Unaff	37263	585297	2086	18871	strict	loose	strict	strict
ENSDARG00000021257	Unaff	359728	485841	359728	269253	no	no	strict	strict
ENSDARG00000003599	Unaff	498615	255545	258036	38957	no	loose	strict	strict
ENSDARG00000097595	Unaff	69032	72143	69032	72143	strict	strict	strict	strict
ENSDARG00000003486	Unaff	32219	142769	23339	142769	strict	no	strict	strict
ENSDARG00000096689	Unaff	145358	326809	145358	6916	no	loose	strict	strict
ENSDARG00000054570	Unaff	205102	391733	205102	71840	no	loose	strict	strict
ENSDARG00000077126	Unaff	95707	618589	95707	93606	strict	loose	strict	strict
ENSDARG00000037932	Unaff	102585	611711	102585	86728	no	loose	strict	strict
ENSDARG00000010246	Unaff	205323	180746	201924	61404	no	loose	strict	strict
ENSDARG00000054010	Unaff	90465	65888	87066	53270	strict	strict	strict	strict
ENSDARG00000037965	Unaff	62986	87607	62986	60623	strict	strict	strict	strict
ENSDARG00000037968	Unaff	130079	115410	130079	115410	no	no	strict	strict
ENSDARG00000060030	Unaff	145719	99770	145719	99770	no	strict	strict	strict
ENSDARG00000027357	Unaff	50109	18588	50109	18588	strict	strict	strict	strict
ENSDARG00000099195	Unaff	3862	712114	3862	20797	strict	loose	strict	strict
ENSDARG00000037919	Unaff	26034	325370	26034	33571	strict	loose	strict	strict
ENSDARG00000053058	Unaff	23766	1895533	23766	28507	strict	loose	strict	loose
ENSDARG00000000567	Unaff	250958	898857	143223	121500	no	no	strict	strict
ENSDARG00000011665	Unaff	456261	114487	113193	114487	no	no	strict	strict
ENSDARG00000008377	Unaff	544478	26270	201410	26270	no	strict	strict	strict
ENSDARG00000014945	Unaff	195394	512877	195394	347382	no	no	strict	strict
ENSDARG00000114676	Unaff	552994	231962	42838	341	loose	loose	strict	strict
ENSDARG00000020504	Unaff	6872	93427	6872	93427	strict	strict	strict	strict
ENSDARG00000052150	Unaff	15707	4041463	15227	18419	strict	loose	strict	loose
ENSDARG00000078904	Unaff	131903	3925267	131423	97592	no	loose	strict	loose
ENSDARG00000097737	Unaff	38512	1559210	38512	164217	strict	no	strict	loose
ENSDARG00000014366	Unaff	556890	956482	556890	940335	no	no	strict	strict
ENSDARG00000077732	Unaff	499094	99871	499094	99871	no	strict	strict	strict
ENSDARG00000076807	Unaff	653080	4523	653080	4523	no	strict	strict	strict
ENSDARG00000069869	Unaff	663666	5948	663666	5948	no	strict	strict	strict
ENSDARG00000103893	Unaff	915950	229196	770362	229196	no	no	strict	strict
ENSDARG00000052344	Unaff	675748	350056	675748	350056	no	no	strict	strict
ENSDARG00000115456	Unaff	771126	445434	771126	445434	no	no	strict	strict
ENSDARG00000102141	Unaff	29074	163777	29074	37577	strict	loose	strict	strict
ENSDARG00000098311	Unaff	17237	117285	17237	8824	strict	loose	strict	strict
ENSDARG00000112451	Unaff	83873	105841	83873	43500	strict	loose	strict	strict
ENSDARG00000045911	Unaff	127314	149282	127314	59	no	loose	strict	strict
ENSDARG00000025073	Unaff	187323	209291	187323	59832	no	loose	strict	strict
ENSDARG00000095951	Unaff	188695	218307	188695	68848	no	loose	strict	strict
ENSDARG00000045900	Unaff	171363	83496	127176	42676	no	strict	strict	strict
ENSDARG00000111388	Unaff	309962	558296	205662	196850	no	no	strict	strict
ENSDARG00000045886	Unaff	113003	755255	8703	24	loose	loose	strict	strict
ENSDARG00000007413	Unaff	28692	839566	28692	601	strict	loose	strict	strict
ENSDARG00000026839	Unaff	44275	912737	41876	73772	strict	loose	strict	strict
ENSDARG00000018618	Unaff	262211	1197213	259644	375522	no	no	strict	loose
ENSDARG00000011246	Unaff	56229	991231	56229	414180	strict	no	strict	strict
ENSDARG00000008986	Unaff	93101	711142	93101	134091	strict	no	strict	strict
ENSDARG00000006283	Unaff	218874	206107	7176	62044	loose	loose	strict	strict
ENSDARG00000045847	Unaff	636154	1445557	193047	22257	no	loose	strict	loose
ENSDARG00000068708	Unaff	270489	2935956	270489	210	no	loose	strict	loose
ENSDARG00000094646	Unaff	344283	517959	344283	235071	no	no	strict	strict
ENSDARG00000015966	Unaff	55296	49245	55296	49245	strict	strict	strict	strict
ENSDARG00000027249	Unaff	41303	745636	2537	218491	strict	no	strict	strict
ENSDARG00000038386	Unaff	372850	1174658	168618	307617	no	no	strict	loose
