name	group	GC_prop	CpG_prop
atac_L32958	prom	0.414	0.04
atac_L32972	prom	0.416	0.052
atac_P05796	prom	0.392	0.034
atac_L32981	prom	0.4	0.038
atac_L33003	prom	0.482	0.056
atac_L33026	prom	0.39	0.03
atac_L33028	prom	0.44	0.048
atac_L33044	prom	0.398	0.036
atac_L33053	prom	0.372	0.032
atac_L33057	prom	0.468	0.052
atac_L33066	prom	0.452	0.04
atac_L33074	prom	0.532	0.08
atac_P05811	prom	0.42	0.052
atac_L33093	prom	0.35	0.034
atac_L33095	prom	0.398	0.038
atac_P05813	prom	0.328	0.028
atac_L33103	prom	0.368	0.03
atac_L33126	prom	0.42	0.048
atac_L33130	prom	0.368	0.03
atac_L33131	prom	0.408	0.042
atac_L33147	prom	0.472	0.046
atac_L33161	prom	0.35	0.038
atac_P05822	prom	0.31	0.038
atac_L33165	prom	0.434	0.04
atac_L33174	prom	0.45	0.032
atac_L33185	prom	0.43	0.048
atac_L33192	prom	0.376	0.032
atac_L33197	prom	0.364	0.02
atac_P05830	prom	0.386	0.048
atac_L33224	prom	0.49	0.058
atac_P05837	prom	0.404	0.032
atac_L33232	prom	0.508	0.05
atac_L33246	prom	0.446	0.046
atac_P05854	prom	0.428	0.036
atac_L33283	prom	0.506	0.064
atac_L33301	prom	0.408	0.026
atac_L33305	prom	0.424	0.046
atac_L33314	prom	0.448	0.034
atac_L33317	prom	0.4	0.046
atac_L33319	prom	0.4	0.036
atac_L33321	prom	0.434	0.054
atac_L33324	prom	0.43	0.05
atac_L33334	prom	0.408	0.034
atac_L33369	prom	0.392	0.05
atac_L33372	prom	0.484	0.052
atac_L33380	prom	0.39	0.032
atac_L33398	prom	0.39	0.038
atac_P05887	prom	0.382	0.042
atac_L33432	prom	0.398	0.03
atac_L33446	prom	0.414	0.04
atac_L33463	prom	0.482	0.05
atac_L33466	prom	0.406	0.032
atac_L33481	prom	0.408	0.024
atac_L33493	prom	0.408	0.026
atac_L33533	prom	0.436	0.046
atac_L33534	prom	0.5	0.048
atac_L33539	prom	0.432	0.032
atac_L33585	prom	0.41	0.04
atac_L33591	prom	0.484	0.058
atac_L33613	prom	0.43	0.038
atac_L33628	prom	0.352	0.028
atac_L33647	prom	0.46	0.038
atac_P05946	prom	0.48	0.046
atac_L33662	prom	0.378	0.044
atac_P05948	prom	0.37	0.024
atac_L33683	prom	0.38	0.026
atac_L33685	prom	0.438	0.05
atac_L33690	prom	0.478	0.034
atac_L33736	prom	0.44	0.04
atac_L33742	prom	0.46	0.034
atac_L33744	prom	0.424	0.042
atac_L33749	prom	0.434	0.04
atac_L33754	prom	0.408	0.038
atac_L33755	prom	0.414	0.042
atac_L33781	prom	0.418	0.032
atac_L33784	prom	0.446	0.046
atac_L33789	prom	0.436	0.052
atac_L33797	prom	0.472	0.06
atac_L33798	prom	0.498	0.056
atac_L33803	prom	0.518	0.076
atac_L33806	prom	0.47	0.056
atac_L33816	prom	0.39	0.04
atac_L33820	prom	0.416	0.046
atac_L33823	prom	0.472	0.038
atac_L33825	prom	0.364	0.032
atac_L33826	prom	0.414	0.038
atac_L33829	prom	0.434	0.038
atac_P05987	prom	0.406	0.038
atac_P05990	prom	0.432	0.046
atac_L33861	prom	0.356	0.046
atac_L33867	prom	0.494	0.072
atac_L33870	prom	0.466	0.038
atac_P05999	prom	0.434	0.038
atac_L33914	prom	0.496	0.058
atac_L33918	prom	0.46	0.042
atac_L33927	prom	0.4	0.02
atac_P06021	prom	0.46	0.044
atac_L33956	prom	0.386	0.042
atac_L33960	prom	0.46	0.05
atac_L33970	prom	0.42	0.046
atac_L33990	prom	0.402	0.044
atac_L34000	prom	0.454	0.04
atac_L34003	prom	0.396	0.03
atac_L34019	prom	0.406	0.034
atac_L34023	prom	0.376	0.048
atac_L34033	prom	0.366	0.04
atac_L34107	prom	0.402	0.044
atac_L34114	prom	0.428	0.052
atac_L34155	prom	0.392	0.046
atac_L34162	prom	0.434	0.038
atac_L34164	prom	0.374	0.05
atac_L34188	prom	0.362	0.032
atac_L34198	prom	0.372	0.026
atac_L34229	prom	0.468	0.072
atac_L34230	prom	0.512	0.05
atac_L34234	prom	0.368	0.04
atac_L34383	prom	0.446	0.056
atac_L34444	prom	0.526	0.064
atac_L34526	prom	0.516	0.064
atac_L34544	prom	0.534	0.06
atac_L16119	prom	0.446	0.048
atac_L16188	prom	0.368	0.046
atac_L16205	prom	0.408	0.036
atac_L16215	prom	0.416	0.032
atac_P03115	prom	0.426	0.046
atac_L16242	prom	0.42	0.038
atac_L16253	prom	0.486	0.064
atac_L16262	prom	0.444	0.066
atac_L16276	prom	0.37	0.03
atac_P03134	prom	0.342	0.022
atac_L16304	prom	0.344	0.036
atac_P03136	prom	0.42	0.032
atac_L16308	prom	0.356	0.038
atac_L16309	prom	0.44	0.038
atac_L16310	prom	0.398	0.036
atac_L16311	prom	0.45	0.028
atac_L16312	prom	0.368	0.024
atac_L16316	prom	0.404	0.04
atac_L16326	prom	0.422	0.036
atac_L16328	prom	0.474	0.05
atac_L16334	prom	0.464	0.042
atac_L16340	prom	0.484	0.054
atac_L16349	prom	0.412	0.04
atac_L16350	prom	0.366	0.026
atac_P03154	prom	0.362	0.03
atac_L16387	prom	0.364	0.034
atac_L16422	prom	0.502	0.06
atac_L16483	prom	0.314	0.022
atac_L16520	prom	0.388	0.036
atac_L16545	prom	0.524	0.064
atac_L16551	prom	0.45	0.038
atac_L16554	prom	0.458	0.04
atac_P03180	prom	0.38	0.034
atac_L16591	prom	0.438	0.034
atac_L16599	prom	0.39	0.034
atac_L16618	prom	0.496	0.058
atac_L16635	prom	0.404	0.052
atac_P03197	prom	0.392	0.046
atac_L16658	prom	0.334	0.028
atac_L16666	prom	0.466	0.064
atac_L16670	prom	0.486	0.058
atac_L16673	prom	0.456	0.026
atac_L16691	prom	0.418	0.048
atac_L16692	prom	0.488	0.07
atac_L16701	prom	0.378	0.042
atac_L16703	prom	0.44	0.046
atac_L16708	prom	0.414	0.03
atac_L16712	prom	0.376	0.036
atac_L16736	prom	0.354	0.034
atac_L16737	prom	0.348	0.036
atac_L16743	prom	0.446	0.036
atac_L16744	prom	0.36	0.03
atac_L16749	prom	0.44	0.042
atac_L16844	prom	0.378	0.028
atac_L16848	prom	0.396	0.052
atac_L16864	prom	0.444	0.056
atac_L16867	prom	0.388	0.028
atac_P03255	prom	0.454	0.046
atac_L16889	prom	0.51	0.05
atac_P03257	prom	0.434	0.056
atac_L16911	prom	0.506	0.062
atac_L16929	prom	0.464	0.048
atac_L16964	prom	0.436	0.05
atac_L16977	prom	0.476	0.034
atac_L17033	prom	0.42	0.026
atac_L17047	prom	0.518	0.064
atac_L17048	prom	0.424	0.048
atac_L17075	prom	0.414	0.046
atac_L17077	prom	0.398	0.042
atac_L17082	prom	0.424	0.04
atac_P03315	prom	0.294	0.038
atac_P03318	prom	0.476	0.046
atac_L17136	prom	0.474	0.062
atac_L17193	prom	0.348	0.03
atac_L17196	prom	0.412	0.052
atac_L17207	prom	0.434	0.06
atac_L17210	prom	0.546	0.072
atac_L17222	prom	0.448	0.068
atac_L17241	prom	0.45	0.046
atac_L17255	prom	0.42	0.038
atac_L17260	prom	0.436	0.04
atac_L17267	prom	0.406	0.03
atac_L17270	prom	0.54	0.088
atac_L17272	prom	0.506	0.042
atac_L17281	prom	0.352	0.028
atac_L17291	prom	0.5	0.06
atac_L17335	prom	0.466	0.048
atac_L17345	prom	0.43	0.044
atac_L17422	prom	0.34	0.024
atac_L17452	prom	0.498	0.064
atac_P03376	prom	0.45	0.04
atac_L17468	prom	0.364	0.022
atac_L17495	prom	0.372	0.028
atac_L17498	prom	0.462	0.042
atac_L17500	prom	0.37	0.048
atac_P03384	prom	0.542	0.08
atac_L17514	prom	0.366	0.036
atac_L17587	prom	0.416	0.062
atac_L17593	prom	0.45	0.042
atac_L17648	prom	0.468	0.05
atac_L17688	prom	0.416	0.036
atac_L17775	prom	0.408	0.044
atac_L17776	prom	0.402	0.052
atac_L17794	prom	0.36	0.034
atac_P03410	prom	0.424	0.024
atac_L00094	prom	0.492	0.048
atac_L00189	prom	0.414	0.042
atac_L00256	prom	0.44	0.036
atac_L00265	prom	0.46	0.05
atac_L00282	prom	0.43	0.044
atac_L00289	prom	0.456	0.052
atac_L00303	prom	0.418	0.038
atac_L00320	prom	0.458	0.06
atac_L00329	prom	0.396	0.054
atac_P00086	prom	0.416	0.062
atac_L00334	prom	0.468	0.042
atac_L00335	prom	0.412	0.022
atac_L00345	prom	0.384	0.042
atac_L00380	prom	0.398	0.032
atac_L00391	prom	0.43	0.036
atac_L00402	prom	0.404	0.024
atac_L00421	prom	0.454	0.058
atac_L00426	prom	0.434	0.044
atac_L00445	prom	0.396	0.032
atac_L00447	prom	0.43	0.036
atac_L00449	prom	0.356	0.028
atac_L00454	prom	0.458	0.052
atac_L00458	prom	0.442	0.054
atac_L00495	prom	0.434	0.018
atac_L00513	prom	0.48	0.046
atac_L00514	prom	0.482	0.028
atac_L00518	prom	0.394	0.042
atac_L00521	prom	0.384	0.054
atac_L00528	prom	0.39	0.04
atac_L00550	prom	0.464	0.046
atac_P00141	prom	0.444	0.04
atac_L00555	prom	0.376	0.042
atac_L00560	prom	0.434	0.036
atac_L00565	prom	0.488	0.06
atac_L00567	prom	0.492	0.066
atac_L00585	prom	0.48	0.048
atac_L00589	prom	0.456	0.042
atac_L00607	prom	0.416	0.038
atac_P00163	prom	0.36	0.044
atac_L00615	prom	0.388	0.032
atac_L00617	prom	0.402	0.036
atac_P00170	prom	0.374	0.024
atac_P00172	prom	0.414	0.032
atac_L00640	prom	0.392	0.03
atac_L00669	prom	0.406	0.048
atac_L00738	prom	0.506	0.06
atac_L00743	prom	0.362	0.026
atac_L00770	prom	0.404	0.036
atac_L00776	prom	0.34	0.022
atac_L00783	prom	0.36	0.028
atac_P00207	prom	0.37	0.044
atac_L00823	prom	0.492	0.034
atac_L00868	prom	0.462	0.062
atac_L00875	prom	0.432	0.054
atac_L00921	prom	0.432	0.048
atac_L00923	prom	0.458	0.048
atac_P00250	prom	0.42	0.044
atac_L00954	prom	0.44	0.014
atac_L00972	prom	0.374	0.036
atac_L01022	prom	0.494	0.074
atac_L01023	prom	0.414	0.06
atac_L01028	prom	0.388	0.042
atac_L01033	prom	0.384	0.048
atac_L01040	prom	0.358	0.03
atac_L01057	prom	0.424	0.046
atac_L01069	prom	0.502	0.064
atac_L01073	prom	0.446	0.046
atac_L01075	prom	0.344	0.03
atac_L01077	prom	0.484	0.052
atac_L01089	prom	0.462	0.044
atac_L01094	prom	0.494	0.056
atac_L01096	prom	0.37	0.032
atac_L01111	prom	0.474	0.068
atac_L01141	prom	0.356	0.028
atac_L01153	prom	0.492	0.036
atac_L01183	prom	0.42	0.034
atac_L01207	prom	0.484	0.056
atac_P00326	prom	0.374	0.03
atac_L01222	prom	0.478	0.038
atac_L01232	prom	0.428	0.05
atac_P00331	prom	0.434	0.048
atac_L01245	prom	0.352	0.03
atac_L01256	prom	0.336	0.02
atac_L01261	prom	0.414	0.046
atac_L01278	prom	0.502	0.07
atac_L01315	prom	0.374	0.028
atac_L01321	prom	0.456	0.04
atac_L01333	prom	0.424	0.058
atac_P00352	prom	0.572	0.096
atac_L01350	prom	0.45	0.038
atac_P00356	prom	0.296	0.012
atac_L01494	prom	0.392	0.032
atac_L38877	prom	0.57	0.064
atac_L38919	prom	0.438	0.038
atac_L38954	prom	0.464	0.04
atac_L38963	prom	0.468	0.054
atac_L38977	prom	0.452	0.044
atac_L39025	prom	0.452	0.052
atac_L39042	prom	0.458	0.052
atac_P06906	prom	0.496	0.086
atac_L39099	prom	0.356	0.032
atac_L39110	prom	0.41	0.04
atac_L39118	prom	0.422	0.038
atac_L39139	prom	0.484	0.048
atac_L39182	prom	0.482	0.054
atac_L39193	prom	0.484	0.062
atac_L39196	prom	0.468	0.032
atac_L39199	prom	0.434	0.044
atac_L39200	prom	0.402	0.032
atac_L39227	prom	0.424	0.032
atac_L39257	prom	0.434	0.036
atac_P06961	prom	0.39	0.026
atac_L39281	prom	0.462	0.066
atac_L39297	prom	0.582	0.08
atac_L39309	prom	0.436	0.036
atac_L39310	prom	0.478	0.056
atac_L39315	prom	0.536	0.06
atac_L39376	prom	0.428	0.044
atac_L39390	prom	0.382	0.036
atac_L39403	prom	0.512	0.054
atac_L39406	prom	0.428	0.04
atac_L39409	prom	0.476	0.064
atac_L39412	prom	0.446	0.038
atac_L39432	prom	0.448	0.042
atac_L39434	prom	0.458	0.028
atac_L39436	prom	0.41	0.042
atac_L39446	prom	0.378	0.03
atac_L39450	prom	0.438	0.038
atac_L39454	prom	0.432	0.044
atac_L39510	prom	0.442	0.052
atac_L39512	prom	0.528	0.08
atac_L39523	prom	0.408	0.04
atac_L39530	prom	0.418	0.042
atac_P07019	prom	0.424	0.04
atac_L39533	prom	0.476	0.048
atac_L39559	prom	0.384	0.04
atac_L39576	prom	0.356	0.026
atac_L39578	prom	0.434	0.056
atac_L39581	prom	0.364	0.052
atac_L39614	prom	0.382	0.046
atac_L39623	prom	0.41	0.038
atac_L39634	prom	0.38	0.04
atac_L39639	prom	0.412	0.036
atac_L39641	prom	0.468	0.072
atac_L39651	prom	0.416	0.044
atac_L39659	prom	0.434	0.046
atac_P07070	prom	0.412	0.054
atac_L39670	prom	0.398	0.026
atac_L39695	prom	0.458	0.04
atac_L39708	prom	0.42	0.028
atac_L39753	prom	0.412	0.038
atac_L39755	prom	0.536	0.07
atac_P07114	prom	0.35	0.03
atac_L39798	prom	0.438	0.03
atac_L39804	prom	0.39	0.036
atac_L39834	prom	0.38	0.036
atac_L39850	prom	0.424	0.034
atac_L39901	prom	0.434	0.03
atac_L40107	prom	0.406	0.026
atac_L40111	prom	0.43	0.034
atac_L40160	prom	0.374	0.042
atac_L40166	prom	0.41	0.034
atac_L40175	prom	0.39	0.056
atac_L40219	prom	0.484	0.058
atac_L09954	prom	0.394	0.032
atac_L10007	prom	0.448	0.052
atac_L10016	prom	0.404	0.042
atac_L10020	prom	0.51	0.068
atac_L10022	prom	0.398	0.034
atac_P01989	prom	0.384	0.032
atac_L10038	prom	0.428	0.034
atac_L10053	prom	0.368	0.026
atac_L10086	prom	0.434	0.046
atac_L10108	prom	0.486	0.052
atac_L10111	prom	0.462	0.054
atac_L10116	prom	0.372	0.024
atac_L10145	prom	0.37	0.034
atac_L10151	prom	0.366	0.03
atac_L10152	prom	0.364	0.04
atac_L10157	prom	0.502	0.058
atac_L10196	prom	0.464	0.048
atac_L10208	prom	0.488	0.076
atac_L10230	prom	0.48	0.074
atac_L10237	prom	0.47	0.048
atac_L10241	prom	0.476	0.056
atac_L10244	prom	0.43	0.032
atac_L10287	prom	0.464	0.042
atac_L10289	prom	0.424	0.044
atac_L10297	prom	0.394	0.036
atac_L10319	prom	0.372	0.036
atac_L10324	prom	0.358	0.024
atac_L10326	prom	0.346	0.026
atac_L10332	prom	0.36	0.03
atac_L10357	prom	0.464	0.048
atac_L10399	prom	0.428	0.056
atac_L10406	prom	0.426	0.046
atac_L10410	prom	0.434	0.038
atac_P02048	prom	0.406	0.028
atac_L10421	prom	0.348	0.02
atac_L10430	prom	0.4	0.038
atac_L10432	prom	0.444	0.04
atac_L10433	prom	0.442	0.052
atac_L10453	prom	0.502	0.064
atac_L10479	prom	0.468	0.026
atac_L10495	prom	0.306	0.034
atac_L10545	prom	0.446	0.042
atac_L10552	prom	0.422	0.024
atac_L10553	prom	0.478	0.042
atac_L10558	prom	0.516	0.062
atac_L10565	prom	0.408	0.038
atac_L10574	prom	0.52	0.068
atac_L10580	prom	0.438	0.052
atac_L10587	prom	0.452	0.032
atac_P02096	prom	0.352	0.02
atac_P02097	prom	0.41	0.024
atac_L10627	prom	0.402	0.032
atac_P02111	prom	0.446	0.04
atac_P02113	prom	0.4	0.04
atac_L10701	prom	0.414	0.042
atac_L10708	prom	0.496	0.028
atac_L10710	prom	0.424	0.046
atac_L10716	prom	0.34	0.022
atac_L10718	prom	0.404	0.04
atac_L10719	prom	0.422	0.056
atac_L10724	prom	0.442	0.056
atac_L10738	prom	0.47	0.024
atac_L10748	prom	0.406	0.042
atac_L10778	prom	0.494	0.054
atac_L10805	prom	0.378	0.034
atac_L10813	prom	0.47	0.056
atac_L10848	prom	0.466	0.058
atac_L10919	prom	0.44	0.048
atac_L10957	prom	0.368	0.022
atac_L10958	prom	0.38	0.038
atac_L10983	prom	0.438	0.038
atac_P02153	prom	0.386	0.028
atac_L11001	prom	0.412	0.046
atac_L11013	prom	0.452	0.048
atac_L11014	prom	0.396	0.032
atac_L11022	prom	0.526	0.064
atac_L11023	prom	0.462	0.052
atac_L11034	prom	0.354	0.034
atac_L11066	prom	0.442	0.064
atac_L11077	prom	0.394	0.046
atac_L11080	prom	0.394	0.03
atac_L11085	prom	0.374	0.036
atac_L11095	prom	0.44	0.04
atac_L11111	prom	0.352	0.022
atac_L11131	prom	0.358	0.022
atac_L11177	prom	0.454	0.046
atac_L11219	prom	0.468	0.068
atac_P02195	prom	0.38	0.012
atac_L11236	prom	0.418	0.034
atac_L11402	prom	0.456	0.058
atac_L11405	prom	0.468	0.052
atac_L11409	prom	0.404	0.056
atac_L11441	prom	0.444	0.05
atac_L11471	prom	0.428	0.038
atac_L11478	prom	0.354	0.042
atac_L11503	prom	0.39	0.034
atac_L11545	prom	0.526	0.066
atac_L11601	prom	0.388	0.028
atac_L17967	prom	0.422	0.044
atac_L17982	prom	0.464	0.062
atac_L17991	prom	0.454	0.042
atac_L17995	prom	0.564	0.086
atac_L17996	prom	0.524	0.072
atac_L18015	prom	0.448	0.054
atac_L18032	prom	0.442	0.02
atac_L18044	prom	0.422	0.058
atac_L18048	prom	0.414	0.052
atac_L18054	prom	0.422	0.042
atac_L18095	prom	0.41	0.03
atac_L18096	prom	0.416	0.076
atac_P03440	prom	0.588	0.056
atac_L18110	prom	0.348	0.026
atac_L18112	prom	0.436	0.044
atac_L18145	prom	0.49	0.058
atac_L18154	prom	0.44	0.044
atac_L18172	prom	0.492	0.066
atac_L18174	prom	0.446	0.058
atac_L18179	prom	0.452	0.05
atac_L18186	prom	0.388	0.044
atac_L18209	prom	0.446	0.062
atac_L18255	prom	0.526	0.078
atac_L18275	prom	0.394	0.032
atac_L18276	prom	0.462	0.052
atac_L18294	prom	0.462	0.04
atac_L18296	prom	0.468	0.048
atac_L18300	prom	0.392	0.044
atac_L18306	prom	0.448	0.058
atac_L18337	prom	0.394	0.03
atac_L18362	prom	0.416	0.042
atac_L18389	prom	0.46	0.052
atac_L18391	prom	0.494	0.07
atac_L18393	prom	0.46	0.064
atac_L18406	prom	0.492	0.058
atac_L18407	prom	0.488	0.058
atac_L18435	prom	0.412	0.026
atac_L18457	prom	0.426	0.034
atac_L18463	prom	0.366	0.024
atac_L18479	prom	0.502	0.076
atac_L18498	prom	0.49	0.068
atac_L18546	prom	0.31	0.012
atac_L18550	prom	0.378	0.04
atac_L18552	prom	0.474	0.048
atac_P03532	prom	0.522	0.078
atac_L18578	prom	0.428	0.046
atac_L18579	prom	0.388	0.026
atac_L18611	prom	0.448	0.048
atac_L18616	prom	0.394	0.028
atac_L18621	prom	0.428	0.04
atac_L18643	prom	0.418	0.036
atac_P03540	prom	0.362	0.034
atac_L18651	prom	0.364	0.048
atac_L18701	prom	0.48	0.024
atac_L18712	prom	0.374	0.03
atac_L18715	prom	0.466	0.044
atac_L18726	prom	0.52	0.074
atac_L18740	prom	0.432	0.046
atac_L18762	prom	0.394	0.036
atac_L18785	prom	0.354	0.036
atac_L18796	prom	0.406	0.034
atac_L18802	prom	0.432	0.042
atac_L18818	prom	0.526	0.054
atac_L18879	prom	0.564	0.082
atac_L18902	prom	0.418	0.038
atac_P03586	prom	0.39	0.036
atac_L18905	prom	0.466	0.048
atac_L18938	prom	0.452	0.062
atac_L18945	prom	0.45	0.058
atac_P03594	prom	0.412	0.052
atac_L18974	prom	0.448	0.044
atac_L18993	prom	0.41	0.042
atac_L19002	prom	0.446	0.046
atac_L19044	prom	0.392	0.032
atac_L19057	prom	0.51	0.05
atac_L19058	prom	0.408	0.046
atac_L19078	prom	0.382	0.04
atac_L19081	prom	0.358	0.038
atac_L19088	prom	0.406	0.022
atac_L19091	prom	0.424	0.068
atac_L19148	prom	0.416	0.048
atac_L19149	prom	0.39	0.036
atac_P03621	prom	0.468	0.068
atac_L19176	prom	0.458	0.038
atac_L19184	prom	0.508	0.052
atac_L19197	prom	0.39	0.038
atac_L19198	prom	0.412	0.038
atac_L19223	prom	0.532	0.074
atac_L19233	prom	0.402	0.048
atac_L19253	prom	0.426	0.052
atac_L19256	prom	0.376	0.04
atac_L19264	prom	0.454	0.062
atac_L19269	prom	0.412	0.008
atac_L19273	prom	0.438	0.046
atac_L19297	prom	0.422	0.034
atac_L19402	prom	0.452	0.044
atac_L19471	prom	0.418	0.052
atac_L19477	prom	0.42	0.022
atac_L19482	prom	0.386	0.034
atac_L19498	prom	0.47	0.056
atac_L19500	prom	0.392	0.038
atac_L19519	prom	0.424	0.05
atac_L19523	prom	0.442	0.044
atac_L19549	prom	0.47	0.082
atac_L19553	prom	0.432	0.046
atac_L19635	prom	0.466	0.054
atac_L19690	prom	0.402	0.05
atac_L37193	prom	0.34	0.024
atac_L37198	prom	0.412	0.046
atac_L37206	prom	0.418	0.034
atac_P06619	prom	0.42	0.04
atac_L37312	prom	0.402	0.038
atac_L37377	prom	0.432	0.05
atac_L37395	prom	0.39	0.014
atac_L37404	prom	0.378	0.03
atac_L37407	prom	0.426	0.044
atac_L37415	prom	0.366	0.042
atac_L37417	prom	0.434	0.078
atac_L37435	prom	0.452	0.046
atac_L37436	prom	0.366	0.022
atac_L37478	prom	0.432	0.068
atac_L37522	prom	0.436	0.054
atac_L37538	prom	0.422	0.022
atac_L37542	prom	0.406	0.048
atac_L37553	prom	0.458	0.044
atac_L37579	prom	0.446	0.06
atac_L37605	prom	0.438	0.052
atac_L37627	prom	0.456	0.07
atac_L37631	prom	0.45	0.058
atac_L37696	prom	0.432	0.048
atac_L37699	prom	0.404	0.032
atac_L37700	prom	0.44	0.038
atac_L37703	prom	0.468	0.028
atac_L37715	prom	0.372	0.03
atac_L37717	prom	0.422	0.042
atac_L37719	prom	0.414	0.04
atac_L37727	prom	0.414	0.034
atac_L37728	prom	0.472	0.034
atac_L37754	prom	0.396	0.04
atac_P06712	prom	0.356	0.026
atac_L37770	prom	0.504	0.058
atac_L37773	prom	0.424	0.05
atac_L37776	prom	0.468	0.054
atac_L37779	prom	0.402	0.022
atac_L37780	prom	0.504	0.066
atac_L37788	prom	0.392	0.034
atac_L37796	prom	0.474	0.036
atac_L37800	prom	0.502	0.048
atac_L37802	prom	0.362	0.03
atac_L37836	prom	0.486	0.046
atac_L37855	prom	0.448	0.032
atac_P06739	prom	0.436	0.04
atac_L37922	prom	0.418	0.022
atac_L37955	prom	0.406	0.042
atac_L37965	prom	0.41	0.046
atac_L37980	prom	0.436	0.054
atac_P06749	prom	0.426	0.038
atac_L37984	prom	0.402	0.046
atac_L37986	prom	0.4	0.044
atac_L37995	prom	0.622	0.084
atac_L38010	prom	0.404	0.042
atac_L38036	prom	0.57	0.092
atac_L38063	prom	0.504	0.05
atac_L38069	prom	0.392	0.038
atac_L38073	prom	0.502	0.06
atac_L38080	prom	0.41	0.042
atac_L38087	prom	0.39	0.046
atac_L38088	prom	0.44	0.06
atac_L38089	prom	0.418	0.048
atac_L38091	prom	0.454	0.056
atac_L38141	prom	0.476	0.052
atac_L38144	prom	0.494	0.05
atac_L38186	prom	0.414	0.018
atac_L38201	prom	0.414	0.036
atac_L38203	prom	0.368	0.03
atac_L38210	prom	0.514	0.062
atac_L38252	prom	0.432	0.042
atac_L38347	prom	0.426	0.04
atac_L38354	prom	0.442	0.034
atac_L38366	prom	0.43	0.044
atac_L38379	prom	0.436	0.042
atac_L38384	prom	0.416	0.048
atac_L38398	prom	0.434	0.042
atac_L38424	prom	0.484	0.072
atac_L38425	prom	0.432	0.042
atac_L38437	prom	0.42	0.04
atac_L38439	prom	0.418	0.046
atac_L38473	prom	0.482	0.038
atac_L38486	prom	0.454	0.05
atac_L38490	prom	0.394	0.036
atac_L38505	prom	0.422	0.038
atac_L38527	prom	0.41	0.04
atac_L38529	prom	0.438	0.046
atac_L38532	prom	0.39	0.042
atac_L38534	prom	0.426	0.048
atac_P06828	prom	0.408	0.04
atac_L38592	prom	0.364	0.048
atac_L38593	prom	0.45	0.044
atac_L38600	prom	0.524	0.076
atac_L38603	prom	0.426	0.034
atac_L38604	prom	0.464	0.048
atac_L38608	prom	0.446	0.05
atac_P06836	prom	0.388	0.04
atac_L38617	prom	0.416	0.044
atac_L38631	prom	0.512	0.07
atac_L38668	prom	0.386	0.034
atac_L38684	prom	0.428	0.042
atac_L38688	prom	0.452	0.058
atac_L38693	prom	0.484	0.058
atac_L38748	prom	0.4	0.048
atac_L38752	prom	0.55	0.088
atac_L11671	prom	0.478	0.064
atac_L11737	prom	0.4	0.042
atac_L11807	prom	0.428	0.04
atac_L11832	prom	0.33	0.038
atac_L11833	prom	0.506	0.072
atac_L11837	prom	0.424	0.064
atac_L11865	prom	0.398	0.03
atac_L11868	prom	0.466	0.032
atac_L11869	prom	0.338	0.036
atac_L11870	prom	0.422	0.044
atac_L11885	prom	0.39	0.048
atac_L11949	prom	0.428	0.022
atac_L11993	prom	0.434	0.036
atac_L11995	prom	0.428	0.044
atac_L12052	prom	0.48	0.054
atac_L12054	prom	0.35	0.024
atac_L12058	prom	0.41	0.054
atac_L12108	prom	0.49	0.058
atac_L12111	prom	0.392	0.042
atac_L12141	prom	0.436	0.044
atac_L12143	prom	0.402	0.04
atac_L12149	prom	0.434	0.046
atac_L12150	prom	0.386	0.036
atac_L12157	prom	0.368	0.046
atac_L12166	prom	0.486	0.058
atac_L12171	prom	0.476	0.044
atac_L12278	prom	0.41	0.04
atac_L12287	prom	0.378	0.03
atac_L12290	prom	0.45	0.036
atac_L12311	prom	0.442	0.03
atac_L12325	prom	0.446	0.05
atac_L12362	prom	0.334	0.03
atac_L12404	prom	0.538	0.078
atac_L12420	prom	0.586	0.068
atac_L12444	prom	0.424	0.036
atac_P02370	prom	0.402	0.038
atac_L12453	prom	0.382	0.036
atac_L12461	prom	0.408	0.04
atac_L12475	prom	0.402	0.032
atac_L12490	prom	0.364	0.04
atac_L12500	prom	0.456	0.058
atac_L12502	prom	0.392	0.028
atac_L12504	prom	0.406	0.034
atac_L12522	prom	0.444	0.038
atac_L12532	prom	0.452	0.028
atac_L12564	prom	0.474	0.078
atac_L12569	prom	0.344	0.026
atac_L12581	prom	0.45	0.038
atac_L12584	prom	0.414	0.032
atac_L12633	prom	0.472	0.044
atac_L12646	prom	0.388	0.036
atac_L12651	prom	0.438	0.04
atac_L12663	prom	0.378	0.016
atac_L12672	prom	0.502	0.06
atac_L12684	prom	0.37	0.04
atac_L12687	prom	0.516	0.072
atac_L12696	prom	0.49	0.03
atac_L12733	prom	0.5	0.07
atac_L12738	prom	0.472	0.032
atac_L12744	prom	0.398	0.03
atac_P02429	prom	0.476	0.046
atac_L12747	prom	0.422	0.032
atac_L12779	prom	0.404	0.034
atac_L12781	prom	0.508	0.05
atac_L12799	prom	0.424	0.038
atac_L12817	prom	0.364	0.042
atac_L12869	prom	0.436	0.042
atac_L12901	prom	0.388	0.05
atac_L12905	prom	0.408	0.042
atac_L12916	prom	0.416	0.04
atac_L12917	prom	0.37	0.042
atac_L12918	prom	0.414	0.04
atac_L12932	prom	0.408	0.042
atac_L12962	prom	0.374	0.032
atac_L12964	prom	0.406	0.026
atac_P02489	prom	0.392	0.038
atac_L12996	prom	0.442	0.056
atac_L13013	prom	0.356	0.04
