chr	start	end	name	category	strand	gene	tx_anno	clickit_sense_left	dome_sense_left	x50e_sense_left	shield_sense_left	x75e_sense_left	clickit_anti_left	dome_anti_left	x50e_anti_left	shield_anti_left	x75e_anti_left	clickit_sense_left2	dome_sense_left2	x50e_sense_left2	shield_sense_left2	x75e_sense_left2	clickit_anti_left2	dome_anti_left2	x50e_anti_left2	shield_anti_left2	x75e_anti_left2	clickit_sense_right	dome_sense_right	x50e_sense_right	shield_sense_right	x75e_sense_right	clickit_anti_right	dome_anti_right	x50e_anti_right	shield_anti_right	x75e_anti_right	clickit_sense_right2	dome_sense_right2	x50e_sense_right2	shield_sense_right2	x75e_sense_right2	clickit_anti_right2	dome_anti_right2	x50e_anti_right2	shield_anti_right2	x75e_anti_right2	exonic_plus_left	exonic_minus_left	exonic_plus_right	exonic_minus_right
chr23	31942097	31942098	atac_L23232	prom_cage	+	ENSDART00000088607	tss_plus	0	2.23	12.06	0.52	0.16	0	0	0	0	0	0	0	3.01	0.17	0	0	0	0	0	0	0.36	12.36	54.26	5.23	3.98	0	0	0	0	0	0.53	16.21	64.82	6.62	6.36	0	0	0	0	0	X	.	X	.
chr23	31957320	31957321	atac_L23233	dist	.	.	minimal	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	.	.	.	.
chr23	31969789	31969790	atac_P04294	prom_cage	-	ENSDART00000134550	tss_minus	0	0	0	0	0	0	25.62	0.87	0.8	1.78	0	0	0	0.16	0	0	24.12	0.87	0.8	1.78	0	0	0	0	0	0	7.54	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	31992498	31992499	atac_L23234	dist	.	.	overlap_plus	0.16	19.74	8.31	55.77	7.67	0	0	0	0	0	0.16	16.36	7.5	34.67	5.92	0	0	0	0	0	0.32	20.27	9.12	64.82	8.01	0	0	0	0	0	0.48	19.74	9.52	61.8	7.84	0	0	0	0	0	X	.	X	.
chr23	32028551	32028552	atac_L23235	prom_ens	+	ENSDART00000145501	tss_plus	0	0.35	0.8	0.36	0.41	0	0	0	0	0	0	0.35	0.8	0.36	0.41	0	0	0	0	0	3.01	12.54	10.66	14.94	37.69	0	0	0	0	0	30.15	78.23	66.19	77.52	208.31	0	0	0	0	0	.	.	X	.
chr23	32100062	32100063	atac_L23236	prom_cage	-	ENSDART00000044658	tss_minus	0.36	0.2	1.51	0.17	0	0	3.04	4.52	0.52	0.48	0.36	0.2	3.01	0.35	0	0	6.48	7.54	1.74	0.8	0.18	0.2	0	0	0	0	0	0	0	0	0.18	0.2	0	0	0	0	0	0	0	0	.	X	.	.
chr23	32157994	32157995	atac_L23237	prom_umms	-	TCONS_00073573	overlap_minus	0.17	0	0	0	0	0.35	3.34	0.89	0.41	0	0.17	0	0	0	0	0.35	3.5	0.89	0.41	0	0.17	0	0.18	0	0	0.35	3.34	0.89	0.41	0	0.17	0	0.36	0	0	0.35	3.34	0.89	0.41	0	.	X	.	.
chr23	32162917	32162918	atac_L23238	prox	.	.	overlap_minus	0.2	0	0	0	0	0.41	31.65	0.87	0.32	0	0.2	0	0	0	0	0.41	31.65	0.87	0.32	0	0.2	0	0	0	0	0.41	31.65	0.87	0.32	0	0.2	3.01	0	0	0	0.41	31.65	0.87	0.32	0	.	X	.	.
chr23	32233392	32233393	atac_L23239	dist	.	.	overlap_minus	0	0	0	0	0	2.55	3.73	1.22	10.55	1.92	0	0	0	0	0	2.39	3.73	1.22	10.55	1.92	0	0	0	0	0	2.55	3.73	1.22	10.55	1.92	0	0	0	0	0	3.34	3.73	1.22	10.55	1.92	.	.	.	.
chr23	32236183	32236184	atac_L23240	prom_umms	-	TCONS_00073582	tss_minus	0	0	0	0	0	1.51	1.05	0.64	0	0.2	0	0	0	0	0	4.52	2.79	1.91	1.24	1.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	.
chr23	32278585	32278586	atac_L23241	dist	.	.	minimal	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.41	0	0	0	.	.	.	.
chr23	32284900	32284901	atac_L23242	dist	.	.	minimal	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	0.17	0	0	0	0	0	0.32	0	0	0	.	.	.	.
chr23	32294588	32294589	atac_P04295	dist	.	.	overlap_minus	0.41	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0.41	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	3.01	0	0	0	.	.	.	.
chr23	32348094	32348095	atac_L23243	dist	.	.	overlap_plus	0	6.76	52.08	719	131.37	0	0	0	0	0.35	0	4.98	32.42	474.81	82.58	0	0	0	0	0	0	7.29	61.6	836.57	162.03	0.16	0	0	0	0.35	0	3.73	41.34	553.19	112.55	0.32	0	0	0	0	X	.	X	.
chr23	32351571	32351572	atac_L23244	dist	.	.	overlap_plus	0	6.27	41.85	85.35	153.19	0	0	0	0	0.41	0	2.96	22.91	48.36	88.35	0	0	0	0	0	0	12.02	55.37	120.38	195.95	3.01	0	0	0	0.41	0	13.59	58.24	129.98	197.98	4.52	0	0	0	0	X	.	X	.
chr23	32371827	32371828	atac_L23245	dist	.	.	overlap_minus	0	0	0	0.17	0	1.42	6.28	13.57	1.57	1.59	0	0	0	0.17	0	1.07	4.86	7.54	1.22	1.27	0	0	0	0.17	0	1.07	9.32	22.61	2.61	2.23	0	0	0	0.17	0	0.89	7.29	27.13	2.09	1.43	.	X	.	X
chr23	32436298	32436299	atac_L23246	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	32461460	32461461	atac_L23247	prox	.	.	minimal	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0.16	0	.	.	.	.
chr23	32461990	32461991	atac_L23248	prox	.	.	overlap_minus	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	0	0	0	0	0	1.51	0	.	X	.	X
chr23	32492519	32492520	atac_L23249	dist	.	.	overlap_minus	0	0	0	0	0	0	0.7	0.16	0	0	0	0	0	0	0	0	0.7	0.16	0	0	0	0	0	0	0	0	1.22	0.16	0	0	0	0	0	0	0	0	0.7	0.16	0	0	.	X	.	X
chr23	32500009	32500010	atac_P04296	prom_cage	+	ENSDART00000134811	overlap_plus	0	0	0	0	0.95	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	3.01	0.7	27.37	0	0.2	0	0	0	0	0	0	0.7	20.21	0	0.2	0	0	0	.	.	X	.
chr23	32501471	32501472	atac_P04297	prox	.	.	overlap_plus	0	0	0	0.81	188.42	0	0.16	0	0	0	0	0	0	0.81	186.91	0	0.16	0	0	0	0	0	0	0.81	186.91	0	0.16	0	0	0	0	0	0	0.81	188.42	0	0.16	0	0	0	.	.	.	.
chr23	32562918	32562919	atac_L23250	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	32570268	32570269	atac_L23251	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	X
chr23	32694966	32694967	atac_L23252	dist	.	.	minimal	0	0	0	0	0	1.51	0.7	0.32	0	0	0	0	0	0	0	1.51	0.7	0.32	0	0	0	0	0	0	0	0	0.7	0.32	0	0	0	0	0	0	0	0	0.7	0.32	0	0	.	.	.	.
chr23	32744060	32744061	atac_L23253	dist	.	.	minimal	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	.	.	.	.
chr23	32799662	32799663	atac_L23254	dist	.	.	overlap_minus	0	0	0	0	0	0	1.59	0.18	0	0	0	0	0	0	0	0	1.59	0.18	0	0	0	0	0	0	0	0	1.59	0.18	0	0	0	0	0	0	0	0	1.59	0.18	0	0	.	.	.	.
chr23	32805013	32805014	atac_L23255	dist	.	.	minimal	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	.	.	.	.
chr23	32834471	32834472	atac_P04298	dist	.	.	overlap_minus	0	0	0	0	0	0	0	0.41	1.51	0	0	0	0	0	0	0	0	0.41	1.51	0	0	0	0	0	0	0	0	0.41	1.51	0	0	0	0	0	0	0	0	0.41	1.51	0	.	.	.	.
chr23	32844786	32844787	atac_L23256	dist	.	.	minimal	0	0	0	0	0	0	0	0.32	0.18	0	0	0	0	0	0	0	0	0.32	0.18	0	0	0	0	0	0	0	0	0.32	0.18	0	0	0	0	0	0	0	0	0.32	0.18	0	.	.	.	.
chr23	32853140	32853141	atac_P04299	dist	.	.	overlap_minus	0	0	0	0	0	0	0	3.01	0.17	0	0	0	0	0	0	0	0	3.01	0.17	0	0	0	0	0	0	0	0	3.01	0.17	0	0	0	0	0	0	0	0	3.01	0.17	0	.	.	.	.
chr23	32864214	32864215	atac_P04300	dist	.	.	minimal	0	0	0	0	0	0	0	0.36	0.2	0	0	0	0	0	0	0	0	0.36	0.2	0	0	0	0	0	0	0	0	0.36	0.2	0	0	0	0	0	0	0	0	0.36	0.2	0	.	.	.	.
chr23	32876862	32876863	atac_P04301	prox	.	.	minimal	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	.	.	.	.
chr23	32894191	32894192	atac_L23257	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	32944690	32944691	atac_L23258	prom_refpred	-	XM_684688.8	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	X
chr23	32998765	32998766	atac_L23259	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	33143511	33143512	atac_L23260	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	33218995	33218996	atac_L23261	prox	.	.	minimal	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.18	.	.	.	X
chr23	33285729	33285730	atac_P04302	dist	.	.	minimal	0	0	0	0	0	0	0.18	0	0	0.17	0	0	0	0	0	0	0.18	0	0	0.17	0	0	0	0	0	0	0.18	0	0	0.17	0	0	0	0	0	0	0.18	0	0	0.17	.	.	.	.
chr23	33288534	33288535	atac_P04303	prox	.	.	minimal	0	0	0	0	0	0	0.17	0	0	0.2	0	0	0	0	0	0	0.17	0	0	0.2	0	0	0	0	0	0	0.17	0	0	0.2	0	0	0	0	0	0	0.17	0	0	0.2	.	.	.	.
chr23	33289934	33289935	atac_P04304	prox	.	.	overlap_minus	0	0	0	0	0	0	0.41	0	0.17	0.16	0	0	0	0	0	0	0.41	0	0	0.16	0	0	0	0	0	0	0.61	1.51	0.52	0.16	0	0	0	0	0	0	0.2	4.52	0.17	0	.	.	X	X
chr23	33312837	33312838	atac_P04305	dist	.	.	minimal	0	0	0	0	0	0	0.16	0.71	0.2	0	0	0	0	0	0	0	0.16	0.71	0.2	0	0	0	0	0	0	0	0.16	0.71	0.2	0	0	0	0	0	0	0	0.16	0.71	0	0	.	.	.	.
chr23	33345847	33345848	atac_P04306	prox	.	.	overlap_minus	0	0	0	0	0	0	9.04	1.92	0.48	4.27	0	0	0	0	0	0	9.04	1.92	0.48	4.27	0	0	0	0	0	0	9.04	1.92	0.48	4.09	0	0	0	0	0	0	9.04	1.92	0.48	4.09	.	.	.	.
chr23	33361451	33361452	atac_L23262	prom_ens	-	ENSDART00000031638	tss_minus	0	0	0	1.51	0	0	1.96	2.84	15.07	3.14	0	0	0	1.51	0	0	4.09	3.24	28.64	4.7	0	0	0	1.51	0	0	0.18	0.61	1.51	0.35	0	0	0	1.51	0	0	0.18	0.61	1.51	0.52	.	X	.	.
chr23	33383859	33383860	atac_L23263	prom_refpred	+	XM_009297023.3	minimal	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0	0	0.35	0.16	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	X	.	X	.
chr23	33527512	33527513	atac_L23264	dist	.	.	overlap_minus	0	0	0	0	0	4.09	11.15	135.66	14.29	14	0	0	0	0	0	3.38	11.15	135.66	14.29	14	0	0	0	0	0	3.2	11.15	135.66	14.29	14	0	0	0	0	0	2.49	11.15	135.66	14.29	14	.	.	.	.
chr23	33546375	33546376	atac_L23265	dist	.	.	overlap_minus	0	0.32	0	0	0	4.88	8.75	16	16.82	132.65	0	0	0.36	0	0	5.58	8.75	16	16.62	132.65	0	0.32	0.18	0	0	4.18	8.75	15.11	16.82	132.65	0	0.8	0.53	0.81	0	2.96	8.75	15.11	16.62	132.65	.	.	.	.
chr23	33548023	33548024	atac_L23266	dist	.	.	overlap_minus	0	0	0.35	0	0	4.66	82.9	14.81	13.05	15.65	0	0	0.35	0	0	5.88	82.9	14.81	13.05	15.65	0	0	0.17	0	0	3.44	82.9	14.81	13.05	15.65	0	0	0.17	0	0	2.63	82.9	14.81	13.05	15.65	.	.	.	.
chr23	33556688	33556689	atac_L23267	prox	.	.	overlap_minus	0	0	0	0	0	3.02	10.31	17.43	126.62	15.33	0	0	0	0	0	3.5	10.49	17.43	126.62	15.33	0	0	0	0	0	2.39	9.78	17.43	126.62	15.33	0	0	0	0	0	2.86	10.31	17.43	126.62	15.33	.	.	.	.
chr23	33557889	33557890	atac_L23268	prox	.	.	overlap_minus	0	0	0	0	0	55.77	15.16	28.32	31.29	34.04	0	0	0	0	0	67.83	16.38	27.69	30.05	33.03	0	0	0	0	0	28.64	14.63	27.21	29.34	36.27	0	0	0	0	0	45.22	16.38	27.37	29.69	36.88	.	X	.	X
chr23	33558169	33558170	atac_L23269	prom_cage	-	ENSDART00000018301	tss_minus	0	0	0	0	0	3.02	7.5	110.04	13.42	10.02	0	0	0	0	0	5.87	16.41	247.2	27.35	25.62	0	0	0	0	0	0	0.61	4.52	0.17	0	0	0	0	0	0	0	0.61	3.01	0.17	0	.	X	.	.
chr23	33559114	33559115	atac_P04307	prox	.	.	minimal	0	0	0.18	0	0	0	0.48	0.36	0.2	0	0	0	0	0	0	0	0.48	0.36	0.2	0	0	0	0.36	0	0	0	0.48	0.36	0.2	0	0.17	0	0	0	0	0	0.48	0.36	0.2	0	.	.	.	.
chr23	33588004	33588005	atac_P04308	dist	.	.	overlap_minus	0	0	0	0	0	0	4.52	0.35	0.16	0	0	0	0	0	0	0	4.52	0.35	0.16	0	0	0	0	0	0	0	4.52	0.35	0.16	0	0	0	0	0	0	0	4.52	0.35	0.16	0	.	.	.	.
chr23	33618456	33618457	atac_L23270	dist	.	.	minimal	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.36	0	0	0	.	.	.	.
chr23	33624066	33624067	atac_P04309	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	33624720	33624721	atac_L23271	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	33654891	33654892	atac_L23272	prom_ens	-	ENSDART00000146180	tss_minus	0	0	0	0	0	0	0.95	0.36	0.81	1.51	0	0	0	0	0	0	1.91	1.78	1.82	6.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	X	.	X
chr23	33680296	33680297	atac_L23273	prom_ens	-	ENSDART00000138416	tss_minus	0	1.51	0	0	0	0.2	97.98	5.23	3.82	9.78	0	0	0	0	0	0.2	147.72	8.71	7	13.16	0	1.51	0	0	0	0	4.52	0.7	0	0	0	1.51	0	0	0	0	0	0.35	0	0	.	X	.	.
chr23	33710043	33710044	atac_P04310	prom_ens	-	ENSDART00000143333	tss_minus	0.16	0.53	0	0	0	0	0.53	0.61	0	0.87	0.16	0.71	0	0	0	0	2.31	1.62	4.52	1.57	0.16	0.53	0	0	0	0	0.18	0.41	0	0	0.16	0.53	0	0	0	0	0.18	0.41	0	0	.	X	.	.
chr23	33718573	33718574	atac_L23274	prom_cage	+	ENSDART00000024695	tss_plus	1.51	0.52	0.16	0	0	1.51	0.17	0.32	0	0	1.51	0.52	0.16	0	0	1.51	0.17	0.32	0	0	4.52	80.49	50.92	46.23	53.09	1.51	0.17	0.32	0	0	12.06	110.11	70.65	65.08	72.34	0	0.17	0.32	0	0	.	.	X	.
chr23	33721309	33721310	atac_L23275	dist	.	.	overlap_plus	1.78	198.38	1073.22	102.44	85.6	0	0	3.01	0	0	1.78	143.87	743.12	71.08	62.37	0	0	3.01	0	0	1.07	98.89	578.82	56.1	45.19	0.18	0	3.01	0	0	0.71	81.06	476.32	45.82	36.75	0.18	0	3.01	0	0	X	.	.	.
chr23	33723832	33723833	atac_L23276	dist	.	.	overlap_plus	0.87	63.49	55.83	53.5	346.69	0	0	0.36	0	0	1.05	63.49	55.83	53.5	346.69	0	0	0.36	0	0	0.7	63.8	56.19	53.5	346.69	0	0	0.36	0	0	0.87	64.12	56.01	53.5	346.69	0	0	0.36	0	0	.	.	.	.
chr23	33727999	33728000	atac_L23277	dist	.	.	overlap_plus	1.42	1156.13	113.42	73.19	76.46	0.41	6.03	0.52	0	0.89	1.82	1089.81	114.29	74.46	74.32	0.41	6.03	0.87	0	1.07	1.82	1092.82	99.48	75.26	73.61	0.41	3.01	0.52	0	0.53	1.42	908.93	80.14	64.44	63.65	0.41	0	0.52	0	0.89	X	.	X	.
chr23	33738976	33738977	atac_L23278	prom_ens	-	ENSDART00000136386	tss_minus	0.16	1.24	0.61	1.51	0	0.16	2.13	1.62	3.01	1.05	0.32	1.24	0.61	1.51	0	0.16	2.84	1.82	3.01	1.05	0	0.89	0.61	1.51	0	0.16	1.42	0.81	0	0.17	0	0.89	0.61	1.51	0	0	1.42	0.61	0	0.17	.	X	.	.
chr23	33752829	33752830	atac_L23279	prox	.	.	overlap_plus	0	24.91	14.64	12.62	7.29	9.04	2.79	0.8	0.36	1.01	0	24.91	14.64	12.62	7.29	18.09	2.96	0.48	0.36	0.81	0	24.91	14.64	12.62	7.29	9.04	2.61	1.11	0.18	1.01	0	24.91	14.64	12.62	7.29	9.04	2.44	0.8	0.18	1.01	.	.	.	.
chr23	33775241	33775242	atac_L23280	prom_cage	-	ENSDART00000027959	tss_minus	0	0	0	0	0	1.96	54.91	372.31	45.65	60.14	0	0	0	0	0	2.49	75.18	542.64	62.9	83.85	0	0	0	0	0	0.53	0.61	0	0	0	0.18	0	0	0	0	0.53	0	1.51	0	0	.	X	.	.
chr23	33905517	33905518	atac_L23281	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	1.51	0	0	0	0	0	0	0.32	0	0	1.51	0	0	0	0	0	.	.	.	.
chr23	33907861	33907862	atac_L23282	prom_cage	+	ENSDART00000159445	tss_plus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	208.01	11.85	12.41	17.07	0	0	0	0	0	0.61	393.42	26.83	23.87	29.34	0	0	0	0	0	.	.	X	.
chr23	33947862	33947863	atac_L23283	prom_cage	+	ENSDART00000136104	tss_plus	0.32	0.89	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0.48	7.11	6.28	19.6	5.23	0.16	0	0	0	0	0.48	11.56	10.94	37.68	9.41	0.16	0	0	0	0	.	.	X	.
chr23	33957327	33957328	atac_L23284	prom_cage	+	ENSDART00000172069	tss_plus	1.51	0.17	0.95	0	1.01	0	0	0	0.18	0	1.51	0	0.48	0	1.01	0	0	0	0.36	0	1.51	43.73	80.51	123.58	312.87	0	0	0	0	0	1.51	101.57	185.52	280.05	666.07	0	0	0	0	0	.	.	X	.
chr23	33963651	33963652	atac_L23285	prom_cage	+	ENSDART00000084792	tss_plus	1.07	1.82	18.09	1.39	1.27	0	0	0	0	0	0.71	0.41	6.03	0.87	1.11	0	0	0	0	0	1.24	15	93.45	6.79	6.52	0	0	0	0	0	1.42	14.18	91.95	6.62	6.36	0	0	0	0	0	X	.	X	.
chr23	34047369	34047370	atac_L23286	prom_umms	+	TCONS_00071290	tss_plus	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	14.32	8.36	4.26	10.55	0	0	0	0	0	0	18.46	12.09	6.08	12.06	0	0	0	0	0	.	.	X	.
chr23	34063447	34063448	atac_P04311	dist	.	.	overlap_plus	0	257.75	17.25	6.84	1.24	0	0	0	0	0	0	257.75	17.25	6.84	1.24	0	0	0	0	0	0	257.75	17.25	6.84	1.24	0	0	0	0	0	0	257.75	17.25	6.84	1.24	0	0	0	0	0	.	.	.	.
chr23	34102611	34102612	atac_P04312	dist	.	.	overlap_plus	0	21.34	18.64	42.21	0.17	0	0	0	0	0	0	21.34	18.64	42.21	0.17	0	0	0	0	0	0	21.34	18.64	42.21	0.17	0	0	0	0	0	0	21.34	18.64	42.21	0.17	0	0	0	0	0	.	.	.	.
chr23	34247718	34247719	atac_P04313	dist	.	.	minimal	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0.17	0	0	0	.	.	.	.
chr23	34250533	34250534	atac_L23287	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34254574	34254575	atac_L23288	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34277675	34277676	atac_P04314	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34321280	34321281	atac_L23289	prom_umms	+	TCONS_00071302	tss_plus	0.16	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0.71	1.22	1.51	0	0	0	0	0	0	0.16	1.96	2.43	3.01	0	0	0	0	0	0	.	.	X	.
chr23	34342214	34342215	atac_P04315	dist	.	.	overlap_plus	0	1.74	0.16	0	0.2	0	0	0	0	0	0	1.74	0.16	0	0.2	0	0	0	0	0	0	1.74	0.32	0	0.2	0	0	0	0	0	0	1.74	0.16	0	0.2	0	0	0	0	0	.	.	.	.
chr23	34442805	34442806	atac_L23290	dist	.	.	overlap_plus	0	0.81	9.04	0	0	0	0	0	0	0	0	0.81	9.04	0	0	0	0	0	0	0	0	0.81	9.04	0	0	0	0	0	0	0	0	0.81	9.04	0	0	0	0	0	0	0	.	.	.	.
chr23	34455105	34455106	atac_L23291	dist	.	.	overlap_plus	0	0.64	1.07	0	0	0	0	0	0	0	0	0.64	1.07	0	0	0	0	0	0	0	0	0.64	1.07	0	0	0	0	0	0	0	0	0.64	1.07	0	0	0	0	0	0	0	.	.	.	.
chr23	34507029	34507030	atac_L23292	dist	.	.	overlap_plus	0	6.03	1.05	0	0	0	0	0	0	0	0	6.03	1.05	0	0	0	0	0	0	0	0	6.03	1.05	0	0	0	0	0	0	0	0	6.03	1.05	0	0	0	0	0	0	0	.	.	.	.
chr23	34509597	34509598	atac_L23293	dist	.	.	overlap_plus	0	0.71	1.22	0	0	0	0	0	0	0	0	0.71	1.22	0	0	0	0	0	0	0	0	0.71	1.22	0	0	0	0	0	0	0	0	0.71	1.22	0	0	0	0	0	0	0	.	.	.	.
chr23	34530480	34530481	atac_L23294	dist	.	.	minimal	0	0.7	0.95	0	0	0	0	0	0	0	0	0.7	0.95	0	0	0	0	0	0	0	0	0.7	0.95	0	0	0	0	0	0	0	0	0.7	0.95	0	0	0	0	0	0	0	.	.	.	.
chr23	34534755	34534756	atac_P04316	dist	.	.	overlap_plus	0	2.03	6.03	0	0	0	0	0	0	0	0	2.03	6.03	0	0	0	0	0	0	0	0	2.03	6.03	0	0	0	0	0	0	0	0	2.03	6.03	0	0	0	0	0	0	0	.	.	.	.
chr23	34564874	34564875	atac_L23295	dist	.	.	overlap_plus	0	1.43	0.71	0.41	3.01	0	0	0	0	0	0	1.43	0.71	0.81	3.01	0	0	0	0	0	0	1.43	0.71	0	3.01	0	0	0	0	0	0	1.43	0.71	0	3.01	0	0	0	0	0	.	.	.	.
chr23	34571773	34571774	atac_L23296	dist	.	.	overlap_plus	0	13.57	0.7	0	0.36	0	0	0	0	0	0	13.57	0.7	0	0.36	0	0	0	0	0	0	13.57	0.7	0	0.36	0	0	0	0	0	0	13.57	0.7	0	0.36	0	0	0	0	0	.	.	.	.
chr23	34694045	34694046	atac_L23297	dist	.	.	overlap_plus	0	1.24	0.41	1.51	0	0	0	0	0	0	0	1.24	0.41	1.51	0	0	0	0	0	0	0	1.24	0.41	1.51	0	0	0	0	0	0	0	1.24	0.41	1.51	0	0	0	0	0	0	.	.	.	.
chr23	34762719	34762720	atac_L23298	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34792072	34792073	atac_P04317	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34800265	34800266	atac_P04318	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
chr23	34801115	34801116	atac_L23299	dist	.	.	minimal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	.	.	.
