chr	start	end	name	category	strand	gene	1k_k4me1_1_center	1k_k4me1_2_center	1k_k4me1_3_center	1k_k4me1_4_center	1k_k4me2_1_center	1k_k4me3_1_center	1k_k9ac_1_center	1k_k9ac_2_center	1k_k27ac_1_center	1k_k27ac_2_center	1k_k56ac_1_center	1k_k64ac_1_center	1k_k64ac_2_center	1k_k122ac_1_center	1k_h4k16ac_1_center	1k_h4k16ac_2_center	1k_igg_1_center	1k_igg_2_center	shield_k4me1_1_center	shield_k4me1_2_center	shield_k4me2_1_center	shield_k4me2_2_center	shield_k4me3_1_center	shield_k4me3_2_center	shield_k4me3_3_center	shield_igg_1_center	shield_igg_2_center	1k_k4me1_1_left	1k_k4me1_2_left	1k_k4me1_3_left	1k_k4me1_4_left	1k_k4me2_1_left	1k_k4me3_1_left	1k_k9ac_1_left	1k_k9ac_2_left	1k_k27ac_1_left	1k_k27ac_2_left	1k_k56ac_1_left	1k_k64ac_1_left	1k_k64ac_2_left	1k_k122ac_1_left	1k_h4k16ac_1_left	1k_h4k16ac_2_left	1k_igg_1_left	1k_igg_2_left	shield_k4me1_1_left	shield_k4me1_2_left	shield_k4me2_1_left	shield_k4me2_2_left	shield_k4me3_1_left	shield_k4me3_2_left	shield_k4me3_3_left	shield_igg_1_left	shield_igg_2_left	1k_k4me1_1_right	1k_k4me1_2_right	1k_k4me1_3_right	1k_k4me1_4_right	1k_k4me2_1_right	1k_k4me3_1_right	1k_k9ac_1_right	1k_k9ac_2_right	1k_k27ac_1_right	1k_k27ac_2_right	1k_k56ac_1_right	1k_k64ac_1_right	1k_k64ac_2_right	1k_k122ac_1_right	1k_h4k16ac_1_right	1k_h4k16ac_2_right	1k_igg_1_right	1k_igg_2_right	shield_k4me1_1_right	shield_k4me1_2_right	shield_k4me2_1_right	shield_k4me2_2_right	shield_k4me3_1_right	shield_k4me3_2_right	shield_k4me3_3_right	shield_igg_1_right	shield_igg_2_right
chr10	25901824	25902122	atac_P00480	dist	.	.	0	0	0	0	0	0	1	0	1	1	1	0	0	0	3	1	0	0	4	9	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	5	0	0	0	0	0	3	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	0	0	1	1	0	4	1	0	1	11	10	0	0	0	0	0	0	0
chr10	25982251	25982345	atac_L02179	prom_ens	+	ENSDART00000108808	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	1	2	0	3	1	13	1	0	6	0	0	4	1	1	0	1	1	0	2	0	1	3	0	0	2	3	0	0	1	1	4	0	20	2	0	2	0	0	4	2	0	0	7	5	1	4	0	0	3	0	0
chr10	26009864	26009950	atac_L02180	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr10	26098527	26098831	atac_P00481	dist	.	.	0	0	0	0	1	0	0	0	3	0	0	0	0	1	3	1	0	0	3	2	1	3	1	0	2	0	1	0	0	0	0	3	0	0	0	4	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	5	0	0	0	0	0	4	2	0	0	1	0	0	2	1	0	3	2	0
chr10	26118008	26118171	atac_L02181	prom_cage	+	ENSDART00000079207	0	1	0	0	0	0	2	1	5	0	0	2	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	4	0	1	0	0	2	1	11	1	0	0	1	0	1	0	0	0	4	3	1	5	0	0	0	1	2	2	2	1	2	1	0	2	0	16	3	0	2	2	0	0	2	1	0	1	1	2	5	1	1	2	0	2
chr10	26118712	26118815	atac_L02182	prox	.	.	0	2	0	0	0	0	4	1	6	1	1	3	0	1	1	1	0	1	0	0	2	3	0	0	0	0	1	2	2	1	2	1	0	3	0	17	3	1	2	2	0	0	2	1	0	1	1	2	6	1	1	2	0	2	3	4	0	0	0	2	8	0	25	7	0	6	0	1	9	1	1	2	3	3	3	4	1	0	1	1	0
chr10	26163845	26164172	atac_L02183	prom_cage	-	ENSDART00000136472	1	2	0	0	0	0	7	0	12	1	1	3	0	0	4	0	1	0	0	6	0	1	0	0	0	0	1	2	2	0	0	0	0	4	0	9	0	1	2	1	0	1	3	0	0	2	6	0	5	1	0	0	0	1	1	2	0	1	2	0	2	0	17	0	1	1	0	0	9	1	2	0	8	10	2	2	0	0	1	0	0
chr10	26179381	26179492	atac_L02184	prox	.	.	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	0	0	1	2	0	0	3	1	0	0	0	0	1	0	0	0	1	1	3	0	0	1	2	0	0	1	1	0	0	1	2	0	0	8	0	0	2	0	0	3	1	1	0	2	1	0	0	0	0	0	0	1
chr10	26184670	26184812	atac_L02185	dist	.	.	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	5	1	9	1	1	1	0	1	3	1	0	0	1	0	0	0	0	0	2	0	1
chr10	26202547	26202621	atac_L02186	prox	.	.	0	0	0	0	2	1	2	0	5	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	3	4	0	12	0	0	2	1	0	4	2	1	0	3	1	0	2	0	0	2	0	2	0	2	0	0	1	0	4	1	13	2	0	3	1	0	3	1	1	0	4	4	1	2	0	0	1	0	1
chr10	26225566	26225679	atac_L02187	prom_ens	-	ENSDART00000079194	0	1	0	1	1	1	1	0	3	2	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	2	3	0	1	3	1	3	1	12	3	0	4	2	1	1	2	0	0	7	12	4	16	0	0	1	0	0	0	1	0	1	2	0	2	1	7	1	0	0	3	0	1	1	0	0	1	1	0	0	1	0	0	1	0
chr10	26299805	26299888	atac_L02188	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	2	3	1	0	0	1	0	0	2	0	0	0	1	0	0	1	0	2	1	2	1	2	0	0	1	0	1	0	8	1	0	0	0	0	8	1	0	0	0	1	1	0	0	0	1	2	3
chr10	26334548	26334634	atac_L02189	dist	.	.	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6	1	0	0	0	1	2	0	2	0	4	5	0	0	0	0	0	0	1	0	1	0	0	2	1	0	1	8	1	0	0	1	0	2	0	0	0	5	5	0	0	0	0	2	0	2
chr10	26382784	26382907	atac_L02190	dist	.	.	0	0	0	0	0	0	7	0	5	1	0	0	0	0	2	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	3	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	11	1	0	1	2	0	4	1	1	0	5	1	0	0	0	0	2	0	3
chr10	26430011	26430191	atac_L02191	prom_ens	-	ENSDART00000128894	0	1	0	0	0	0	0	0	3	2	0	2	0	0	4	0	0	0	3	4	1	0	0	0	1	0	0	1	4	1	0	0	0	2	1	20	2	0	3	1	0	5	0	1	0	4	14	2	4	0	1	3	0	0	0	2	0	0	0	1	2	1	2	1	0	1	1	0	2	0	0	0	4	3	0	0	0	0	0	0	0
chr10	26515855	26515934	atac_L02192	prox	.	.	2	2	0	0	0	0	1	0	6	1	0	1	2	0	3	0	1	0	2	4	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	9	1	0	0	2	0	1	0	2	0	1	2	0	0	0	0	0	0	1	2	8	0	1	0	2	3	0	22	2	1	7	1	1	8	2	3	0	8	12	5	14	0	0	1	1	0
chr10	26596066	26596146	atac_L02193	prox	.	.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	1	0	0
chr10	26597893	26598006	atac_L02194	prom_ens	+	ENSDART00000079187	1	2	0	0	1	0	0	1	6	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	2	0	3	1	10	0	0	5	3	0	3	1	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	2	0	3	0	12	1	0	0	2	0	2	1	1	0	3	6	2	4	0	0	2	1	0
chr10	26599826	26599912	atac_L02195	prox	.	.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	26653755	26653832	atac_L02196	prox	.	.	1	0	1	1	2	0	1	0	7	0	0	3	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	4	0	2	2	1	4	1	19	1	0	5	0	0	3	3	0	0	4	2	3	10	2	1	2	0	1	1	2	1	0	2	0	1	0	13	1	0	1	0	0	2	1	1	0	2	0	0	0	0	0	2	0	0
chr10	26704186	26704264	atac_L02197	dist	.	.	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	5	0	0	1	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2
chr10	26766217	26766346	atac_L02198	prox	.	.	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	2	1	1	0	1	0	0	4	1	0	3	0	1	2	0	0	0	3	3	0	2	0	0	1	0	1	1	4	0	0	0	2	3	0	11	1	0	3	0	0	2	1	0	0	5	5	2	4	0	0	2	0	0
chr10	26790616	26790718	atac_L02199	dist	.	.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	2	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1
chr10	26793237	26793351	atac_L02200	prox	.	.	0	2	0	0	0	0	1	1	3	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	4	0	0	2	3	0	1	24	2	0	2	1	0	0	3	2	1	2	4	0	0	0	0	1	0	1	1	6	0	0	0	1	2	2	10	0	0	2	2	0	1	0	1	1	1	3	0	0	0	0	2	0	0
chr10	26798984	26799060	atac_L02201	prox	.	.	0	1	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	6	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
chr10	26826983	26827152	atac_L02202	prom_cage	+	ENSDART00000100301	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	1	0	5	1	18	8	0	6	1	2	5	0	0	0	1	0	4	5	1	0	7	0	0
chr10	26831519	26831659	atac_L02203	prox	.	.	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	6	0	0	0	0	0	2	0	0	0	1	0	1	1	0	0	1	0	3	1	1	0	0	2	1	2	0	1	1	0	1	0	0	2	1	0	0	2	1	0	2	1	0	2	0	2
chr10	26834851	26834955	atac_L02204	prom_refpred	+	XM_001921384.6	1	1	0	0	0	0	0	1	6	1	0	1	1	0	1	0	0	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	1	3	1	5	2	0	1	1	0	5	0	0	0	2	2	0	2	0	0	1	0	1	1	4	0	2	0	1	3	2	13	5	1	3	5	0	4	0	0	0	7	11	1	8	0	0	0	1	1
chr10	26835518	26835621	atac_L02205	prox	.	.	1	2	0	0	0	0	0	0	5	0	0	0	1	2	1	0	0	1	1	4	2	4	0	0	0	0	1	1	4	0	2	0	1	3	2	12	5	1	3	5	2	5	0	0	0	8	11	1	10	0	0	0	1	2	1	4	0	0	1	0	2	1	14	1	0	0	0	1	1	0	0	0	4	2	1	1	0	0	2	1	1
chr10	26849122	26849332	atac_L02206	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
chr10	26849557	26849635	atac_L02207	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	1	0	0
chr10	26850056	26850131	atac_L02208	dist	.	.	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0
chr10	26850225	26850309	atac_L02209	dist	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
chr10	26856328	26856409	atac_L02210	dist	.	.	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0
chr10	26926613	26926691	atac_L02211	prom_ens	+	ENSDART00000078980	0	0	0	0	0	0	1	0	3	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	5	1	10	0	0	1	0	1	3	0	0	0	5	6	1	5	0	1	0	1	1	2	3	0	0	0	0	4	1	9	0	0	2	2	0	3	0	1	0	5	3	3	8	0	0	0	0	0
chr10	26932587	26932907	atac_L02212	dist	.	.	1	3	0	2	0	0	6	0	13	3	1	1	0	0	2	2	0	1	12	13	1	0	0	0	0	0	0	1	2	0	2	0	0	3	0	5	1	0	0	1	1	2	0	0	0	10	13	0	0	0	0	0	1	0	0	2	0	0	1	1	5	2	11	2	1	3	0	1	3	2	0	0	12	11	0	0	0	0	1	0	0
chr10	26934916	26935077	atac_L02213	prox	.	.	1	2	0	0	0	1	7	0	6	5	1	4	0	0	2	0	1	0	9	8	1	2	0	0	1	0	0	3	0	0	0	2	1	7	1	12	4	2	6	1	0	3	1	1	0	19	14	2	1	0	0	2	0	0	0	3	1	0	0	2	6	1	15	9	1	6	1	0	4	1	1	0	5	15	3	10	0	0	2	1	0
chr10	26939130	26939208	atac_L02214	dist	.	.	0	0	0	0	0	0	0	0	5	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	1	3	0	7	1	0	2	1	0	4	1	0	0	1	3	0	0	0	0	2	0	2	0	0	0	0	0	1	6	0	13	0	1	1	2	1	3	1	0	0	3	3	0	4	0	0	2	0	2
chr10	26942057	26942144	atac_L02215	dist	.	.	0	0	0	0	0	0	0	0	3	1	0	1	1	0	2	2	0	0	1	1	0	0	0	0	1	0	0	1	2	0	0	0	1	4	2	24	2	0	4	1	0	4	1	0	0	7	7	0	3	0	0	5	0	1	0	2	0	1	0	3	1	0	14	2	0	0	0	1	8	1	1	0	3	4	0	1	0	0	3	0	2
chr10	26943630	26943719	atac_L02216	prox	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	11	0	0	1	0	0	3	0	0	0	3	1	0	1	0	0	1	0	2	1	1	0	0	2	0	1	0	6	0	0	2	0	0	1	0	1	0	0	7	2	0	0	0	3	0	0
chr10	26944358	26944432	atac_L02217	prom_cage	+	ENSDART00000135493	0	2	0	1	1	0	1	1	8	1	0	0	2	0	2	1	1	0	1	0	1	0	0	0	0	0	0	1	2	0	1	2	0	2	1	12	2	0	3	0	0	3	0	2	0	0	8	3	0	0	0	3	0	0	1	8	0	0	0	1	7	2	36	2	0	4	2	0	9	2	0	1	9	11	3	17	1	3	5	0	4
chr10	26949917	26949993	atac_L02218	dist	.	.	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	5	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	11	1	2	0	0	0	1	0	1	0	5	2	1	1	0	0	2	0	1
chr10	26955473	26955560	atac_L02219	dist	.	.	0	0	0	0	1	0	0	0	6	0	0	1	0	0	1	0	0	0	2	5	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	7	0	1	2	1	0	1	0	0	0	10	8	0	0	0	0	1	0	0	0	2	0	1	1	0	1	0	6	1	0	0	0	0	1	0	0	0	4	11	0	1	0	0	4	0	1
chr10	26972614	26972851	atac_L02220	prom_ens	+	ENSDART00000042162	1	4	0	0	1	1	1	0	18	3	0	1	0	0	4	1	2	0	2	4	2	7	0	0	2	0	0	0	7	0	0	0	2	2	0	14	0	0	1	0	0	4	2	2	0	4	1	0	0	0	0	1	0	2	2	4	1	0	1	0	4	0	25	0	1	5	0	0	6	1	2	1	8	4	2	3	1	0	1	0	1
chr10	26985184	26985280	atac_L02221	prom_ens	-	ENSDART00000050585	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	7	0	0	2	3	8	2	9	1	0	3	2	0	5	4	1	0	3	1	1	3	3	1	5	0	0	0	0	0	1	0	0	2	0	3	0	1	3	1	0	0	2	1	0	2	3	0	1	0	0	0	0	0
chr10	26999072	26999323	atac_P00482	prox	.	.	2	2	0	1	1	0	3	1	1	1	0	5	0	0	3	0	0	0	1	2	3	6	0	0	0	0	1	2	3	0	1	3	4	4	0	12	2	1	8	1	0	6	0	0	0	5	6	1	5	0	0	1	1	1	3	3	0	0	0	0	5	0	8	2	1	9	1	0	3	2	2	0	2	7	0	13	1	0	0	0	1
chr10	27002354	27002554	atac_P00483	prox	.	.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr10	27016334	27016429	atac_L02222	dist	.	.	0	0	0	0	0	0	1	1	5	0	0	2	1	0	1	1	0	0	3	1	1	1	0	0	1	0	0	0	5	0	0	1	2	5	2	10	3	1	4	2	0	1	1	0	0	16	7	1	4	0	0	1	0	0	0	1	0	0	0	1	6	0	21	1	0	3	1	1	5	1	0	0	9	7	1	0	0	0	1	1	0
chr10	27053078	27053278	atac_P00484	prox	.	.	1	6	0	1	2	1	4	1	15	1	0	2	2	0	1	2	0	0	0	4	3	4	1	1	1	0	0	2	10	1	1	5	2	13	4	21	2	0	4	2	1	4	2	0	0	1	0	1	3	3	0	0	0	0	0	7	0	0	4	0	6	2	19	2	1	1	0	0	3	4	0	0	1	5	3	3	0	0	3	2	0
chr10	27069303	27069387	atac_L02223	prox	.	.	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	0	0	1	0	4	0	1	1	0	3	0	20	1	0	3	0	1	2	2	0	0	11	12	2	7	1	0	0	0	0	1	1	0	0	0	1	4	1	20	0	1	2	0	1	4	1	0	0	4	7	0	1	0	0	0	0	3
chr10	27089563	27089854	atac_P00485	dist	.	.	0	0	0	0	0	1	3	0	10	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	3	0	0	12	0	0	1	1	0	5	0	1	1	1	1	0	0	0	0	0	1	3	0	1	0	0	1	0	2	0	6	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	0	1
chr10	27096034	27096108	atac_L02224	prom_umms	+	TCONS_00006970	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	12	1	0	1	1	0	0	0	0	1	2	2	0	0	0	0	0	0	0	1	2	0	0	0	0	4	2	6	2	0	2	1	0	2	1	1	1	2	2	0	0	0	1	2	0	1
chr10	27127040	27127193	atac_L02225	dist	.	.	0	2	0	1	0	0	2	0	10	0	0	3	0	0	1	0	0	0	9	8	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	6	1	0	1	1	0	2	0	0	0	12	10	0	3	0	0	1	0	1	0	1	0	0	0	0	2	0	9	0	0	1	1	0	5	0	1	1	5	2	0	0	0	1	1	0	0
chr10	27130603	27130978	atac_P00486	dist	.	.	0	3	0	0	0	0	3	0	6	2	0	1	0	0	7	4	0	0	10	16	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	2	1	0	0	0	0	0	3	0	0	3	8	0	0	0	0	1	0	0	0	0	0	0	0	1	3	1	6	0	0	0	0	0	4	1	0	0	7	10	1	0	0	0	2	1	2
chr10	27152618	27153050	atac_P00487	dist	.	.	0	0	0	0	0	2	0	0	5	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	0	7	0	0	2	1	0	2	1	1	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	1	1	0	6	2	0	1	0	0	2	1	0	0	3	3	0	1	0	0	2	1	2
chr10	27156348	27156862	atac_P00488	dist	.	.	0	1	0	0	1	1	2	0	8	1	0	0	0	0	4	1	0	0	1	3	1	1	0	0	1	0	1	0	2	0	0	1	2	0	0	7	0	0	1	1	0	5	1	1	0	1	1	1	1	0	0	1	1	2	0	0	0	1	1	1	2	0	4	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	2	0	0
chr10	27169848	27170065	atac_P00489	prox	.	.	0	2	0	0	0	1	4	1	6	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	2	1	3	0	17	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	3	1	1	0	0	0	2	1	0	6	1	0	1	0	0	3	1	1	0	0	0	1	0	1	0	0	1	2
chr10	27177574	27177698	atac_L02226	dist	.	.	0	1	0	1	0	0	1	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	1	3	1	15	2	0	1	1	0	4	0	0	0	0	5	0	1	0	0	1	0	0	1	1	0	0	0	3	0	0	7	1	1	1	0	0	2	1	2	0	0	2	1	1	0	0	0	0	0
chr10	27197537	27197888	atac_P00490	prox	.	.	1	2	0	0	1	1	1	0	15	1	0	2	0	0	5	4	0	0	2	2	0	0	0	0	2	1	0	0	0	0	0	1	2	2	0	8	1	0	4	0	1	7	1	3	0	1	0	0	0	0	0	5	0	2	0	1	0	0	0	1	2	0	10	3	0	0	1	0	5	2	1	0	2	3	0	0	0	0	2	1	3
chr10	27220956	27221057	atac_L02227	dist	.	.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	1	0	0	0	1	1	0	0	3	2	0	0	6	0	1	0	0	0	6	2	0	0	6	4	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	3	0	0	1	0	0	3	0	1	0	4	11	1	0	0	1	3	0	0
chr10	27222173	27222349	atac_L02228	prox	.	.	0	0	0	0	0	0	3	0	7	1	0	1	0	0	2	1	0	0	2	3	1	0	0	0	3	0	0	1	2	0	0	2	1	1	0	10	1	0	1	1	0	2	0	0	1	1	5	2	1	0	0	1	2	1	0	2	0	2	0	2	6	0	12	2	0	4	1	0	1	5	1	0	8	7	1	4	0	0	1	0	0
chr10	27223692	27223800	atac_L02229	prox	.	.	0	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	2	1	0	1	0	0	1	0	0	3	3	0	0	2	0	7	1	13	2	1	5	1	0	5	0	0	0	11	7	4	13	0	0	3	0	1	1	2	0	0	2	1	3	0	2	1	0	0	1	0	3	1	0	0	5	6	0	2	0	0	1	0	0
chr10	27224485	27224574	atac_L02230	prox	.	.	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	3	0	3	2	0	1	1	0	2	1	0	0	4	6	0	1	1	0	0	1	0	0	1	0	1	0	0	3	0	3	0	0	4	0	0	1	0	4	0	1	1	0	1	0	0	0	1	3
chr10	27239439	27239861	atac_P00491	dist	.	.	1	1	0	0	0	0	1	0	2	0	1	1	0	0	2	0	0	0	1	0	0	2	0	1	1	0	2	0	0	0	1	1	0	1	0	4	1	0	1	0	0	1	1	0	0	0	2	0	1	1	0	0	2	0	0	3	0	0	1	2	2	0	3	0	0	2	0	0	3	0	1	0	1	0	0	2	0	0	1	0	0
chr10	27293121	27293512	atac_P00492	dist	.	.	0	2	0	0	1	1	1	0	3	0	0	0	0	1	4	2	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	2	1	3	1	0	0	0	0	1	0	0	0	2	2	0	0	0	0	1	0	2	0	1	0	0	1	0	2	0	7	0	0	4	0	1	2	2	2	0	0	1	0	1	0	0	0	0	0
chr10	27311857	27311997	atac_L02231	dist	.	.	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	1	1	0	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	4	0	0	0	0	0	1	0	4	0	2	0	0	0	0	0	0	1	1
chr10	27356519	27356643	atac_L02232	dist	.	.	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	1	3	5	1	3	0	0	0	0	0	6	0	0	0	6	4	0	2	0	0	3	1	0	0	1	1	0	0	1	1	1	1	0	0	2	0	1	3	0	1	0	3	2	0	1	0	0	1	0	0
chr10	27406089	27406212	atac_L02233	dist	.	.	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	4	1	2	0	1	1	0	0	3	5	1	4	0	1	2	0	0	2	0	0	0	1	1	0	1	1	0	2	0	0
