chr	start	end	name	category	strand	gene	inferred_strand	svm_prediction	dome_k4me1_up	dome_k4me1_center	dome_k4me1_down	dome_k4me2_up	dome_k4me2_center	dome_k4me2_down	dome_k4me3_up	dome_k4me3_center	dome_k4me3_down	dome_k9ac_up	dome_k9ac_center	dome_k9ac_down	dome_k27ac_up	dome_k27ac_center	dome_k27ac_down	dome_h4k16ac_up	dome_h4k16ac_center	dome_h4k16ac_down	dome_k56ac_up	dome_k56ac_center	dome_k56ac_down	dome_k64ac_up	dome_k64ac_center	dome_k64ac_down	dome_k122ac_up	dome_k122ac_center	dome_k122ac_down	dome_ntac_up	dome_ntac_center	dome_ntac_down	dome_igg_up	dome_igg_center	dome_igg_down	dome_k4me1_centerdown	dome_k4me2_centerdown	dome_k4me3_centerdown	dome_k9ac_centerdown	dome_k27ac_centerdown	dome_h4k16ac_centerdown	dome_k56ac_centerdown	dome_k64ac_centerdown	dome_k122ac_centerdown	dome_ntac_centerdown	dome_igg_centerdown	dome_k4me1_lg_enrich	dome_k4me2_lg_enrich	dome_k4me3_lg_enrich	dome_k9ac_lg_enrich	dome_k27ac_lg_enrich	dome_h4k16ac_lg_enrich	dome_k56ac_lg_enrich	dome_k64ac_lg_enrich	dome_k122ac_lg_enrich	dome_ntac_lg_enrich
chr21	41838242	41838339	atac_L21046	prom_ens	-	ENSDART00000141067	-	prom	2.871	3.567	3.527	0	3.019	2.981	0.98	1.417	2.935	1.667	2.725	3.614	1.228	1.814	2.586	1.087	1.73	2.052	0	0	2.264	1.551	1.802	3.412	1.786	2.381	2.345	0	0	1.704	0	1.378	0.39	3.53	2.984	2.849	3.554	2.532	2.027	2.159	3.324	2.348	1.613	0.51	3.02	2.474	2.339	3.044	2.022	1.517	1.649	2.814	1.838	1.103
chr21	43015370	43015466	atac_L21068	prom_ens	-	ENSDART00000065097	-	enh	0	0	4.069	1.25	0	1.25	1.298	2.13	0	0.447	0	1.062	0.891	0	1.151	1.596	1.741	1.008	0	0	2.264	0.568	0	1.551	1.396	0	0	0.646	0	1.43	0.949	2.08	0.696	3.945	1.175	0.374	0.995	1.08	1.09	2.16	1.465	0	1.348	0.886	3.059	0.289	-0.513	0.108	0.193	0.203	1.274	0.578	-0.886	0.461
chr21	43079129	43079265	atac_L21071	prom_ens	-	ENSDART00000144151	-	enh	0	3.127	3.527	0	0	2.361	0.217	1.759	1.298	0	1.222	0.787	0	1.697	1.228	0.154	1.163	0.744	0	0	0	0	2.185	2.13	0	0	0	0	0	1.09	0.39	1.713	1.351	3.484	2.215	1.362	0.847	1.293	0.801	0	2.137	0	0.996	1.399	2.085	0.815	-0.038	-0.553	-0.106	-0.598	-1.399	0.737	-1.399	-0.404
chr21	43131735	43131815	atac_L21073	prom_ens	-	ENSDART00000024137	-	prom	3.527	5.339	4.929	2.361	3.266	4.015	1.298	2.337	2.085	1.062	0	2.841	1.882	0.818	1.929	1.232	1.266	1.7	0	0	2.264	2.955	2.005	3.042	0.861	0	1.396	1.935	2.179	1.43	1.164	1.555	1.164	4.964	3.971	2.105	2.746	1.87	1.672	2.177	2.986	1.329	1.501	1.197	3.767	2.775	0.908	1.55	0.674	0.475	0.98	1.79	0.132	0.304
chr21	43171220	43171333	atac_L21077	prom_ens	-	ENSDART00000021037	-	prom	2.647	2.5	3.653	1.25	3.723	4.837	0.98	1.952	2.807	1.492	2.54	2.604	0.687	2.411	2.33	1.364	2.316	1.796	0	0	2.264	1.551	2.398	1.961	1.786	0	1.396	0	0	1.09	0	2.698	1.799	3.57	4.756	2.74	2.597	2.338	1.858	2.143	2.012	1.303	1.01	1.921	1.649	2.835	0.819	0.677	0.418	-0.062	0.223	0.092	-0.618	-0.91
chr21	43398120	43398255	atac_L21085	prom_ens	-	ENSDART00000050533	-	prom	1.037	0	3.388	0	3.487	4.242	1.2	2.379	2.191	0.787	2.331	2.42	0	1.705	2.33	1.008	1.169	1.7	0	0	0	0.568	0	2.13	0	0	1.396	1.43	2.373	2.133	1.164	0	0.696	3.224	4.171	2.215	2.41	2.268	1.646	0	1.991	1.286	2.164	0.629	2.595	3.542	1.586	1.781	1.639	1.017	-0.629	1.362	0.657	1.535
chr21	43473996	43474121	atac_L21087	prom_ens	-	ENSDART00000065104	-	prom	1.037	0	2.056	1.91	2.704	4.765	1.094	2.085	2.029	1.062	1.293	2.092	1.069	1.562	1.501	1.008	1.7	1.93	0	0	0	0.568	1.551	2.13	1.396	2.093	2.345	1.09	0	1.704	0.696	1.799	1.665	1.928	4.638	2.035	2.023	1.508	1.906	0	2.076	2.319	1.589	1.68	0.248	2.958	0.355	0.342	-0.172	0.226	-1.68	0.396	0.639	-0.092
chr21	43485341	43485554	atac_L21088	prom_ens	+,-	ENSDART00000151597	-	prom	3.236	3.072	3.653	4.344	2.902	4.527	1.558	1.537	1.298	2.21	2.139	2.687	1.562	1.588	1.833	2.052	1.864	1.887	2.264	0	2.264	2.281	1.707	2.417	2.345	0	1.396	1.704	1.868	1.704	1.164	1.296	0.39	3.566	4.345	1.343	2.605	1.793	1.883	2.048	2.315	1.23	1.734	0.596	2.971	3.75	0.747	2.009	1.197	1.287	1.452	1.72	0.634	1.139
chr21	43801408	43801616	atac_L21097	prom_ens	-	ENSDART00000099978	-	enh	0	4.016	3.236	0	2.109	1.91	0.405	0.475	0.856	0.447	1.854	1.964	0.315	1.864	1.562	0	1.888	1.7	2.264	0	0	0.974	2.163	2.281	0	2.3	2.093	0	2.343	2.464	0.39	0	0.696	3.404	1.946	0.797	1.946	1.619	1.734	0	2.261	2.13	2.444	0.598	2.806	1.349	0.2	1.348	1.021	1.136	-0.598	1.663	1.533	1.846
chr21	44009164	44009280	atac_L21102	prom_ens	-	ENSDART00000028960	-	prom	1.037	0	3.065	0	0	3.413	0.572	0.764	3.356	1.062	0	2.98	0	0.61	1.929	0.926	1.295	2.165	2.264	0	3.105	0.568	1.622	3.412	0	0	0.861	0.646	0	0.646	0.39	0	0.39	2.926	3.27	3.225	2.843	1.836	2.096	2.966	3.302	0.792	0.591	0.354	2.573	2.917	2.872	2.489	1.482	1.742	2.613	2.948	0.438	0.237
chr21	44731789	44731961	atac_L21123	prom_ens	-	ENSDART00000013814	-	prom	4.069	0	2.056	4.015	0	3.213	0.98	1.529	4.197	1.964	2.649	2.687	0.983	1.472	2.699	1.364	1.397	1.649	0	0	3.633	2.417	1.928	3.202	1.396	0	1.786	0	0	1.704	1.351	0	0.39	1.885	3.011	4.007	2.682	2.572	1.615	3.424	3.072	1.627	1.549	0.339	1.547	2.672	3.668	2.343	2.233	1.276	3.086	2.733	1.289	1.211
chr21	44732466	44732776	atac_P03903	prom_umms	-	TCONS_00065082	-	prom	2.056	2.962	4.069	0	2.94	4.133	0.721	1.206	0.98	1.667	1.74	1.964	1.437	1.983	0.983	1.596	1.492	1.364	0	0	0	1.961	2.04	2.417	0.861	1.212	1.396	1.43	0.934	0	0.949	1.585	1.351	3.874	3.927	1.037	1.914	1.289	1.395	0	2.336	1.355	0.282	1.41	2.464	2.517	-0.373	0.505	-0.12	-0.014	-1.41	0.927	-0.055	-1.128
chr21	44773189	44773420	atac_L21127	prom_ens	+	ENSDART00000084780	-	prom	2.871	2.97	3.065	2.704	2.801	3.413	0.721	1.635	1.477	2.092	2.864	2.092	1.562	1.638	1.151	1.796	2.217	1.426	0	0	0	1.291	2.372	2.13	0	0	1.396	0.646	1.152	1.43	0.949	1.228	1.164	3.047	3.316	1.508	2.272	1.256	1.611	0	2.178	1.218	1.381	1.176	1.871	2.14	0.332	1.096	0.08	0.435	-1.176	1.003	0.042	0.206
chr21	45188143	45188266	atac_L21138	prom_ens	-	ENSDART00000130880	-	enh	1.635	0	2.056	1.25	0	2.981	1.558	1.574	1.97	0.787	0	2.092	0.687	1.315	1.501	0.643	1.245	1.542	0	0	2.264	0	0	0.568	0.861	0	2.345	1.09	0	1.43	1.164	1.816	1.516	1.93	2.836	1.932	1.966	1.482	1.512	2.133	0.516	2.212	1.327	1.552	0.378	1.284	0.379	0.414	-0.07	-0.04	0.581	-1.037	0.66	-0.225
chr21	45210030	45210158	atac_L21140	prom_ens	-	ENSDART00000066373	-	prom	2.647	3.737	3.976	1.25	2.675	3.213	0	0	0.405	0.787	2.393	1.293	0.166	0.966	1.151	0.154	0	1.087	0	3.987	3.105	0	2.254	2.13	0	0	1.396	0	1.68	1.704	0.39	1.145	1.351	3.951	3.161	0.364	1.469	1.131	0.998	3.237	2.144	1.291	1.701	1.329	2.622	1.833	-0.964	0.141	-0.198	-0.331	1.908	0.816	-0.038	0.373
chr21	45267942	45268108	atac_L21142	prom_ens	+	ENSDART00000155681	-	enh	2.381	2.876	3.527	1.25	0	1.25	0.217	0.983	1.2	1.062	1.671	1.823	0.45	2.107	1.882	0.419	1.235	1.232	0	0	0	0.974	1.295	2.281	0.861	0	1.396	0	0	2.133	0.696	0	0.949	3.45	1.126	1.171	1.803	1.916	1.233	0	2.175	1.263	1.965	0.846	2.604	0.28	0.325	0.957	1.07	0.386	-0.846	1.329	0.417	1.119
chr21	45363799	45364000	atac_L21152	prom_ens	-	ENSDART00000075443	-	prom	0	1.855	3.976	1.25	2.148	4.439	0.217	1.935	3.08	1.062	2.463	3.045	0	1.147	1.783	0.293	1.262	1.542	0	0	2.264	0.568	2.536	3.202	0	0	1.396	0	0	1.09	0.39	0.825	0.949	3.777	4.232	2.941	2.963	1.694	1.498	2.059	3.11	1.238	0.956	0.929	2.848	3.304	2.013	2.034	0.765	0.57	1.13	2.181	0.31	0.027
chr21	45382088	45382175	atac_L21154	prom_ens	-	ENSDART00000075438	-	prom	3.065	3.711	3.876	1.25	4.075	3.213	0.572	0	1.2	1.667	1.625	2.841	1.301	2.725	2.221	1.3	2.465	2.165	2.264	0	0	2.281	3.22	2.862	0	0	1.786	1.43	0	1.43	0.39	0	0.696	3.863	3.304	1.133	2.774	2.268	2.192	0	2.894	1.702	1.355	0.651	3.212	2.653	0.482	2.123	1.617	1.54	-0.651	2.243	1.05	0.704
chr21	45386396	45386551	atac_L21157	prom_umms	-	TCONS_00065127	-	prom	1.037	2.136	3.769	1.25	4.232	3.589	0.856	1.628	0.405	1.062	1.118	2.21	0.45	1.125	1.833	0.926	0.787	1.232	2.264	0	0	0	0	0.974	0	1.861	1.396	1.09	0	0.646	1.665	1	1.164	3.631	3.694	0.643	2.104	1.756	1.18	0	0.876	1.468	0.574	1.143	2.488	2.551	-0.5	0.961	0.613	0.037	-1.143	-0.267	0.325	-0.569
chr21	45627675	45627827	atac_L21173	prom_ens	+	ENSDART00000185466	-	enh	2.056	0	3.653	0	0	2.704	0.572	0.616	1.298	0	1.133	1.062	0.793	1.382	1.501	0.926	1.31	1.364	2.264	0	0	0	1.371	1.961	0.861	0	0.861	0.646	0	1.09	0.949	0	1.164	3.466	2.533	1.224	1.072	1.486	1.357	0	1.896	0.773	0.986	1.054	2.412	1.479	0.17	0.018	0.432	0.303	-1.054	0.842	-0.281	-0.069
chr21	45684994	45685078	atac_L21177	prom_ens	-	ENSDART00000162422	-	prom	2.871	2.861	2.871	1.25	0	1.25	0.98	2.542	2.904	1.492	0	2.319	0.891	1.294	1.929	0.837	0	1.232	0	0	2.264	1.551	0	1.771	0.861	0	1.396	0.646	0	1.09	0.696	0	0.39	2.87	1.184	2.879	2.227	1.888	1.166	2.173	1.689	1.325	1.03	0.363	2.507	0.821	2.516	1.864	1.525	0.803	1.81	1.326	0.962	0.667
chr21	45815982	45816074	atac_L21189	prom_ens	+	ENSDART00000187056	-	enh	2.647	0	1.635	0	0	1.91	0.217	2.178	1.298	0.447	0	0.787	0.166	0	0.166	0.293	0.688	0.744	0	0	2.264	0	0	1.551	0.861	0	0	0	0	1.43	0	0	0	1.55	1.818	1.397	0.735	0.153	0.739	2.164	1.468	0	1.351	0	1.55	1.818	1.397	0.735	0.153	0.739	2.164	1.468	0	1.351
chr21	45819625	45819709	atac_L21190	prom_ens	+	ENSDART00000193362	-	enh	3.236	4.307	2.381	0	0	0	0.98	0	1.2	1.062	1.659	1.293	0.687	0.788	0.983	1.232	1.589	1.008	0	0	0	2.13	0	2.13	1.786	3.422	2.345	1.09	0	1.935	1.164	0	0.949	2.664	0	1.135	1.325	0.969	1.063	0	2.041	2.464	1.85	0.894	1.771	-0.894	0.241	0.432	0.075	0.169	-0.894	1.147	1.57	0.956
chr21	45840287	45840466	atac_L21197	prom_ens	-	ENSDART00000006942	-	prom	2.647	3.673	2.381	2.704	3.121	3.886	0.405	0.93	1.298	0.787	2.337	1.667	0.687	2.248	1.62	0.926	2.05	1.485	0	0	2.264	0.568	1.231	0.568	0	1.714	0.861	0	2.055	1.09	0.696	0	0.696	2.668	3.793	1.248	1.791	1.735	1.586	2.079	0.69	1.027	1.285	0.61	2.058	3.184	0.638	1.182	1.125	0.976	1.47	0.081	0.418	0.675
chr21	45872059	45872134	atac_L21205	prom_ens	-	ENSDART00000161716	-	prom	2.647	3.91	2.381	2.361	3.35	3.745	0	1.057	1.779	1.964	3.045	1.492	1.62	2.341	1.437	1.232	0.807	0.926	0	0	3.105	1.551	2.076	1.291	1.396	2.687	0	0.646	0	1.09	0	0	0	2.56	3.721	1.739	1.675	1.523	0.918	3.014	1.362	0.464	1.036	0	2.56	3.721	1.739	1.675	1.523	0.918	3.014	1.362	0.464	1.036
chr11	12215	12308	atac_L02871	prom_ens	-	ENSDART00000173352	-	prom	0	2.735	2.871	1.91	3.073	3.213	0	0	1.2	0.787	2.293	1.964	0.574	1.57	0.793	0.744	0	1.161	0	0	0	0	0	1.961	0	3.289	1.786	0	0	0	0.39	0	0.39	2.86	3.202	1.129	1.995	0.878	1.092	0	1.867	1.995	0	0.36	2.499	2.841	0.768	1.635	0.517	0.732	-0.36	1.507	1.635	-0.36
chr11	18143	18430	atac_P00600	prom_ens	-	ENSDART00000167814	-	enh	0	0	0	0	0	0	0	0	0.217	0	0	0	0.166	0.278	0.45	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	0.413	0.121	0	0	0	0	0	0	0	0.171	0	0.413	0.121	0	0	0	0
chr11	27876	28097	atac_L02873	prom_ens	-	ENSDART00000172132	-	prom	2.871	4.143	4.53	2.704	3.752	4.344	0.405	0.794	1.2	0	2.098	2.515	0.793	1.682	1.882	0.536	1.184	1.842	0	0	0	0.568	1.064	0.974	0	0	1.396	0	0	1.935	0.696	0	0.696	4.467	4.253	1.134	2.448	1.847	1.743	0	0.991	1.225	1.728	0.593	3.875	3.661	0.542	1.855	1.255	1.151	-0.593	0.399	0.632	1.135
chr11	86772	86975	atac_L02877	prom_umms	-	TCONS_00012246	-	enh	0	0	1.037	0	2.962	1.25	0.721	0.485	0.405	0.787	0	0.787	0.891	1.139	1.228	0.744	0.636	1.232	0	0	0	0.974	0	0	0.861	0	0	0.646	0	1.43	0	0	0.39	0.907	1.719	0.419	0.681	1.213	1.147	0	0	0	1.268	0.331	0.576	1.388	0.088	0.35	0.883	0.816	-0.331	-0.331	-0.331	0.937
chr11	129031	129265	atac_L02879	prom_ens	-	ENSDART00000162658	-	enh	0	1.7	2.647	0	1.981	2.361	0.217	1.915	1.39	0	0.828	0.787	0	1.359	1.069	0	1.288	0.536	0	0	0	0	1.614	0.568	0	0	0	0	0	0.646	0	0.733	0.949	2.509	2.296	1.505	0.795	1.129	0.712	0	0.833	0	0.544	0.91	1.598	1.386	0.595	-0.115	0.219	-0.199	-0.91	-0.077	-0.91	-0.367
chr11	139442	139551	atac_L02882	prom_umms	-	TCONS_00012261	-	prom	2.381	3.953	3.527	1.91	0	3.745	1.094	0.802	1.2	1.964	2.937	1.062	1.371	2.454	1.783	0.926	1.615	1.364	0	0	0	0.568	1.684	0	0.861	0	0.861	0.646	0	1.704	0.949	1.943	0.696	3.574	3.608	1.165	1.398	1.864	1.391	0	0.284	0.796	1.602	0.879	2.696	2.729	0.286	0.519	0.986	0.512	-0.879	-0.595	-0.083	0.724
chr11	167330	167585	atac_L02883	prom_umms	-	TCONS_00012267	-	prom	3.769	2.846	2.056	1.25	4.106	3.413	1.477	2.359	2.029	1.667	2.397	1.667	1.151	2.039	1.371	1.485	2.106	1.426	2.264	0	3.105	0	2.258	1.291	0	1.379	1.396	0.646	0	1.43	0.949	1.498	0.696	2.255	3.583	2.102	1.849	1.534	1.592	2.82	1.547	1.393	1.232	0.899	1.356	2.684	1.203	0.95	0.635	0.693	1.921	0.648	0.494	0.333
chr11	194665	194914	atac_L02884	prom_umms	-	TCONS_00012273	-	prom	2.381	3.532	3.065	1.91	3.594	2.361	0.856	1.85	0.572	0.447	1.671	1.062	0.574	1.566	0.983	0.643	1.6	1.232	0	0	2.264	0	1.966	1.551	0.861	0	0	1.43	1.093	1.704	0.696	0.698	0.696	3.171	2.705	0.932	1.206	1.119	1.313	2.016	1.643	0	1.601	0.697	2.474	2.008	0.236	0.509	0.423	0.617	1.32	0.947	-0.697	0.905
chr11	296311	296629	atac_L02889	prom_ens	+	ENSDART00000154425	-	prom	2.647	3.832	3.527	1.25	3.274	3.745	0.405	1.604	0.405	0.447	1.439	1.667	0.574	1.955	1.731	0.154	1.162	1.485	2.264	2.803	0	0	2.012	2.542	0.861	2.278	1.786	0.646	1.473	1.43	0.39	0.573	0.39	3.606	3.645	0.797	1.616	1.788	1.413	1.288	2.431	1.921	1.44	0.436	3.17	3.209	0.361	1.18	1.352	0.977	0.852	1.995	1.485	1.004
chr11	296981	297082	atac_L02890	prom_refseq	+	XM_005155674.3	-	enh	0	2.634	3.388	0	0	2.361	0	0	0.98	0.447	1.483	0.447	0.315	0	1.069	0.293	0	0.419	0	0	2.264	0	0	0.568	0	0	1.786	0	0	1.09	0	0	0.39	3.334	2.25	0.913	0.579	0.998	0.386	2.155	0.524	1.689	1.018	0.358	2.976	1.892	0.555	0.221	0.64	0.028	1.797	0.166	1.331	0.66
chr11	329591	329913	atac_L02893	prom_ens	+	ENSDART00000172882	-	enh	2.056	3.637	2.871	1.25	2.401	1.25	0.405	0.588	0.405	0	0.645	0	0.574	0.814	0.793	0.419	0.764	0.293	0	0	0	0	1.321	0.568	0.861	1.181	1.396	0.646	0.908	0	0.39	0.567	0.696	3.098	1.626	0.452	0.186	0.798	0.422	0	0.791	1.347	0.279	0.666	2.432	0.96	-0.214	-0.48	0.132	-0.243	-0.666	0.125	0.681	-0.386
chr11	438484	438606	atac_L02896	prom_ens	-	ENSDART00000133784	-	prom	2.871	3.801	3.065	3.213	2.734	5.032	1.2	1.22	3.134	1.492	1.99	2.98	0.166	0.585	2.615	1.232	1.724	2.727	0	0	3.633	1.291	2.308	3.275	0.861	2.119	1.786	1.935	1.728	0.646	0.696	0	1.164	3.166	4.901	3.014	2.9	2.491	2.646	3.481	3.197	1.826	0.811	1.074	2.092	3.827	1.94	1.826	1.417	1.572	2.407	2.123	0.752	-0.263
chr11	472262	472398	atac_L02898	prom_ens	-	ENSDART00000005923	-	prom	2.381	4.347	4.879	2.361	3.478	3.589	1.558	1.759	1.909	0.787	1.875	2.42	1.069	1.483	2.294	1.161	1.799	1.93	0	0	2.264	2.13	2.66	3.275	0	0	0	0.646	0	0.646	0.39	1.097	0.696	4.824	3.576	1.892	2.365	2.218	1.915	2.12	3.214	0	0.582	0.75	4.074	2.825	1.141	1.614	1.468	1.164	1.37	2.464	-0.75	-0.168
chr11	497673	497920	atac_L02901	prom_ens	-	ENSDART00000104520	-	enh	0	1.646	2.871	0	0	3.886	0	0.409	2.337	0	0	1.667	0	0	1.677	0	1.242	1.485	0	0	0	0	1.562	2.281	0	0	1.396	0.646	0	1.43	0	0	0.39	2.697	3.592	2.109	1.457	1.465	1.44	0	2.164	1.207	1.238	0.32	2.377	3.272	1.789	1.137	1.145	1.119	-0.32	1.844	0.887	0.917
chr11	1134745	1134859	atac_L02921	prom_umms	-	TCONS_00012358	-	enh	1.037	2.49	3.065	0	0	1.25	0.98	0.775	0	0.787	1.374	1.062	0.315	0.618	0.891	0.536	0.578	1.087	0	0	0	0.568	2.877	1.771	0	0	0.861	0	0	0	0	1.239	0.39	3.015	1.162	0.101	1.097	0.865	1.042	0	1.932	0.793	0	0.503	2.512	0.659	-0.402	0.594	0.362	0.539	-0.503	1.428	0.29	-0.503
chr11	1332567	1332787	atac_L02927	prom_umms	-	TCONS_00012362	-	enh	1.037	2.532	2.056	0	0	1.25	0	1.074	1.39	0	0	2.092	0.793	2.018	1.437	0.744	1.187	1.161	0	0	0	0.568	2.429	2.417	0.861	0	1.786	1.43	1.191	1.43	0.949	0.77	0.696	2.154	1.091	1.338	1.878	1.561	1.166	0	2.419	1.588	1.389	0.71	1.444	0.381	0.628	1.169	0.851	0.456	-0.71	1.71	0.879	0.68
chr11	1392409	1392494	atac_L02929	prom_ens	-	ENSDART00000004423	-	prom	4.771	3.742	3.876	4.439	6.042	4.905	0.856	2.267	1.636	3.045	3.253	2.841	2.143	2.899	2.33	1.749	2.106	2.398	2.264	0	0	3.275	3.25	3.202	1.396	3.406	1.786	2.604	2.111	2.133	0.696	2.217	1.665	3.866	5.034	1.696	2.878	2.383	2.377	0	3.206	2.003	2.132	1.716	2.15	3.318	-0.02	1.162	0.667	0.661	-1.716	1.489	0.287	0.415
chr11	1400585	1400685	atac_L02931	prom_ens	-	ENSDART00000111140	-	prom	3.769	0	2.381	4.344	2.981	4.439	1.779	2.085	2.904	3.656	2.21	3.107	2.182	2.018	2.778	1.93	0.643	2.599	4.323	0	4.019	3.81	1.771	3.653	1.396	0	1.786	2.85	0	2.133	1.665	0	1.351	2.271	4.353	2.846	3.045	2.723	2.498	3.89	3.554	1.69	2.028	1.269	1.003	3.084	1.577	1.777	1.454	1.23	2.622	2.285	0.421	0.76
chr11	1409139	1409300	atac_L02933	prom_ens	-	ENSDART00000121537	-	prom	4.463	4.763	4.715	2.704	3.258	3.886	1.2	1.814	0.856	1.964	2.131	2.21	1.151	2.011	2.018	1.364	1.923	1.887	0	0	0	1.551	1.999	2.417	1.786	0	1.786	0.646	2.172	0.646	1.516	1.959	1.164	4.721	3.814	1.034	2.199	2.017	1.892	0	2.366	1.636	0.98	1.304	3.418	2.51	-0.27	0.896	0.713	0.588	-1.304	1.062	0.333	-0.324
chr11	1435833	1435993	atac_L02935	prom_ens	-	ENSDART00000155269	-	enh	2.056	2.922	3.388	0	0	2.361	0.572	1.009	0.405	1.667	2.468	1.667	1.069	2.267	1.62	1.426	1.038	1.3	0	0	0	2.13	2.005	1.551	0	0	1.396	1.704	0	2.133	0.949	0	1.351	3.332	2.191	0.505	1.808	1.729	1.266	0	1.623	1.267	1.971	1.224	2.108	0.967	-0.719	0.584	0.504	0.042	-1.224	0.398	0.043	0.747
chr11	1509695	1509820	atac_L02938	prom_ens	-	ENSDART00000050762	-	enh	1.635	2.381	2.381	0	0	0	0.405	0	0.572	0	0	0.787	0	0	1.069	0.419	1.232	1.3	0	0	0	0	0	0.568	1.396	0	0	1.43	1.704	0.646	1.164	0	0.39	2.381	0	0.518	0.718	0.983	1.292	0	0.515	0	0.81	0.351	2.03	-0.351	0.167	0.367	0.632	0.941	-0.351	0.164	-0.351	0.458
chr11	1935804	1935946	atac_L02951	prom_ens	+,-	ENSDART00000172885	-	prom	2.647	3.599	3.527	2.981	3.96	1.91	1.558	2.477	1.636	1.667	2.611	2.515	1.301	1.655	1.929	2.013	2.19	2.129	2.264	3.847	2.264	2.417	2.137	2.763	0.861	1.954	1.396	1.09	1.579	1.935	0.696	0	1.665	3.536	2.386	1.771	2.527	1.897	2.136	2.584	2.698	1.479	1.895	1.536	2	0.849	0.235	0.991	0.361	0.6	1.048	1.162	-0.058	0.359
chr11	2222371	2222453	atac_L02967	prom_ens	-	ENSDART00000162167	-	prom	3.236	4.34	3.065	2.361	3.234	3.413	1.2	2.985	1.97	2.092	2.933	2.21	1.929	2.798	2.143	2.013	2.536	2.488	2.264	4.596	2.264	2.657	2.783	2.657	1.786	2.579	1.786	1.43	2.979	1.935	1.516	2.257	1.516	3.212	3.4	2.078	2.28	2.205	2.491	2.649	2.667	1.864	2.046	1.588	1.624	1.812	0.49	0.692	0.617	0.904	1.061	1.079	0.276	0.459
chr11	2250756	2250920	atac_L02971	prom_ens	-	ENSDART00000018131	-	prom	2.871	0	1.037	2.704	2.38	2.361	1.2	2.309	3.487	2.21	3.128	2.092	1.501	1.85	2.061	1.796	1.904	1.087	0	0	4.019	1.551	2.783	2.13	1.396	0	1.786	0.646	0	0	0.696	0	0.696	0.929	2.364	3.369	2.291	2.033	1.234	3.814	2.242	1.634	0	0.616	0.313	1.747	2.753	1.675	1.417	0.618	3.198	1.626	1.018	-0.616
chr11	2548923	2549232	atac_P00613	prom_ens	-	ENSDART00000056065	-	enh	0	2.966	2.647	0	1.692	2.361	0.217	0.837	0.98	0.447	1.12	2.092	0.315	1.367	1.228	0.293	1.495	1.3	0	0	0	1.551	1.74	1.771	0	1.864	1.786	0	0.936	0	0.39	0.587	1.164	2.729	2.229	0.948	1.915	1.262	1.348	0	1.764	1.805	0.282	1.047	1.682	1.182	-0.099	0.868	0.215	0.301	-1.047	0.717	0.758	-0.765
chr11	2594002	2594103	atac_L02983	prom_ens	-	ENSDART00000114079	-	prom	2.056	0	3.527	0	2.968	3.413	0.856	2.54	1.298	0.787	0	3.045	0.687	0	2.364	0.837	1.69	1.93	3.105	0	3.105	1.291	3.029	2.955	0.861	0	1.786	0.646	2.72	3.06	0.39	1.342	0	3.4	3.378	1.468	2.924	2.254	1.91	2.983	2.962	1.689	3.032	0.19	3.21	3.188	1.278	2.734	2.064	1.72	2.793	2.772	1.499	2.842
chr11	3006057	3006177	atac_L02995	prom_ens	+	ENSDART00000126071	-	prom	4.24	5.173	4.929	2.361	2.754	1.91	1.094	0.745	0.856	1.062	0	0.787	1.069	1.601	1.562	0.293	0.554	0.926	0	0	0	1.551	0	1.961	0.861	0	1.396	0.646	1.745	1.09	0.39	0	0.696	4.957	2.028	0.845	0.721	1.566	0.89	0	1.842	1.297	1.176	0.636	4.322	1.392	0.209	0.085	0.931	0.254	-0.636	1.206	0.662	0.541
chr11	3176587	3176796	atac_L03001	prom_ens	+	ENSDART00000118634	-	enh	2.381	3.096	2.056	0	0	0	1.094	1.351	0.98	0.447	2.161	1.293	1.437	2.262	1.371	0.744	1.985	0.744	2.264	0	0	0.974	2.158	1.771	0.861	0	0	1.09	0	1.43	0.949	2.235	0.949	2.298	0	1.051	1.486	1.57	1.049	0	1.845	0	1.264	1.269	1.029	-1.269	-0.218	0.216	0.3	-0.22	-1.269	0.576	-1.269	-0.006
chr11	3308462	3308639	atac_L03005	prom_umms	-	TCONS_00012472	-	prom	3.065	0	2.056	4.015	0	4.765	1.909	2.221	3.333	2.515	3.354	3.045	1.069	1.771	2.294	1.485	1.824	2.165	2.264	3.554	3.105	2.657	3.398	3.124	1.786	2.488	0.861	1.43	1.376	1.704	1.351	1.46	0.39	1.881	4.54	3.212	3.096	2.227	2.119	3.182	3.169	1.255	1.659	0.611	1.27	3.929	2.601	2.485	1.616	1.508	2.572	2.558	0.645	1.049
chr11	3366467	3366549	atac_L03009	prom_ens	-	ENSDART00000127982	-	prom	3.065	2.891	2.647	2.981	3.234	4.837	1.477	2.308	2.591	2.42	1.683	2.913	1.437	2.239	1.833	2.165	2.146	2.677	0	0	0	2.862	3.296	3.042	1.396	0	2.345	0.646	0	1.704	1.665	2.257	1.799	2.667	4.762	2.571	2.848	1.868	2.643	0	3.063	2.255	1.626	1.84	0.827	2.922	0.732	1.009	0.029	0.804	-1.84	1.223	0.415	-0.213
